,anual_total_use_day,date,precipitation,temp_max,temp_media,temp_min,wind_speed,dioxido_nitrogeno,season,weekend
830,8666,2016-09-30,0.0,25.6,20.2,14.7,1.4,46.0,Otoño,0
831,7097,2016-10-01,0.0,26.8,20.8,14.8,1.9,44.0,Otoño,1
832,6789,2016-10-02,0.0,26.2,19.8,13.5,1.4,34.0,Otoño,1
833,7955,2016-10-03,0.0,27.2,20.9,14.6,0.8,50.0,Otoño,0
834,8608,2016-10-04,0.0,27.4,21.4,15.4,1.1,54.0,Otoño,0
835,8796,2016-10-05,0.0,26.5,21.4,16.2,1.4,52.0,Otoño,0
836,9093,2016-10-06,0.0,27.6,21.6,15.6,1.1,65.0,Otoño,0
837,8688,2016-10-07,0.0,26.2,19.5,12.8,1.1,54.0,Otoño,0
838,6889,2016-10-08,0.0,25.7,19.2,12.6,0.8,57.0,Otoño,1
839,6079,2016-10-09,0.0,24.4,19.0,13.6,1.1,27.0,Otoño,1
840,7277,2016-10-10,0.0,24.4,18.3,12.2,1.1,33.0,Otoño,0
841,8050,2016-10-11,6.0,23.3,16.5,9.7,1.4,47.0,Otoño,0
842,2759,2016-10-12,13.3,14.4,12.7,11.0,0.6,24.0,Otoño,0
843,4491,2016-10-13,1.1,16.5,13.8,11.0,1.4,23.0,Otoño,0
844,6151,2016-10-14,0.4,18.4,14.7,11.0,0.6,25.0,Otoño,0
845,5162,2016-10-15,0.0,17.7,12.8,8.0,0.6,32.0,Otoño,1
846,4381,2016-10-16,0.0,19.9,15.1,10.3,0.6,39.0,Otoño,1
847,5113,2016-10-17,5.0,18.4,16.2,14.0,1.1,49.0,Otoño,0
848,6263,2016-10-18,6.1,19.7,16.4,13.2,0.8,37.0,Otoño,0
849,4292,2016-10-19,4.7,18.6,16.5,14.4,0.3,51.0,Otoño,0
850,3888,2016-10-20,1.9,18.2,15.9,13.6,0.8,46.0,Otoño,0
851,5610,2016-10-21,0.3,18.9,15.2,11.4,0.6,42.0,Otoño,0
852,2604,2016-10-22,21.8,16.3,14.6,12.8,0.8,37.0,Otoño,1
853,1917,2016-10-23,12.8,14.4,13.0,11.5,1.7,17.0,Otoño,1
854,3811,2016-10-24,0.6,14.5,12.4,10.4,1.4,33.0,Otoño,0
855,5060,2016-10-25,1.4,19.4,16.0,12.7,1.4,41.0,Otoño,0
856,5920,2016-10-26,0.0,22.8,18.3,13.8,0.6,51.0,Otoño,0
857,5986,2016-10-27,0.0,23.4,19.4,15.5,1.1,54.0,Otoño,0
858,5541,2016-10-28,0.0,21.6,18.0,14.3,0.6,47.0,Otoño,0
859,4389,2016-10-29,0.0,21.6,17.0,12.5,0.6,50.0,Otoño,1
860,3617,2016-10-30,0.0,22.9,16.0,9.0,0.6,51.0,Otoño,1
861,4701,2016-10-31,0.0,21.2,15.0,8.8,0.3,64.0,Otoño,0
862,4235,2016-11-01,0.0,17.8,13.2,8.5,0.3,53.0,Otoño,0
863,5645,2016-11-02,0.0,20.2,15.2,10.2,0.6,58.0,Otoño,0
864,6153,2016-11-03,5.5,21.0,16.0,10.9,0.6,64.0,Otoño,0
865,2947,2016-11-04,11.7,16.2,14.0,11.8,0.6,56.0,Otoño,0
866,2166,2016-11-05,14.4,15.3,11.4,7.6,2.2,24.0,Otoño,1
867,3682,2016-11-06,0.0,13.4,9.4,5.3,1.4,19.0,Otoño,1
868,4564,2016-11-07,0.6,10.6,7.3,4.0,0.8,36.0,Otoño,0
869,5525,2016-11-08,0.2,11.4,6.8,2.2,2.2,32.0,Otoño,0
870,4031,2016-11-09,0.0,15.5,11.0,6.5,1.9,25.0,Otoño,0
871,5555,2016-11-10,0.0,12.2,8.3,4.4,0.8,61.0,Otoño,0
872,5773,2016-11-11,0.0,13.6,8.8,4.0,0.3,69.0,Otoño,0
873,4465,2016-11-12,0.0,13.1,8.7,4.3,0.3,55.0,Otoño,1
874,4276,2016-11-13,0.0,17.1,12.2,7.2,1.1,36.0,Otoño,1
875,5138,2016-11-14,0.0,14.8,10.2,5.6,1.9,32.0,Otoño,0
876,5148,2016-11-15,0.0,14.8,10.2,5.6,1.7,41.0,Otoño,0
877,5450,2016-11-16,0.0,14.3,9.5,4.7,0.8,58.0,Otoño,0
878,5774,2016-11-17,0.0,16.0,10.5,5.0,0.6,78.0,Otoño,0
879,5858,2016-11-18,0.0,13.4,10.0,6.5,0.0,62.0,Otoño,0
880,4556,2016-11-19,5.7,12.0,8.2,4.4,0.6,42.0,Otoño,1
881,1502,2016-11-20,15.7,10.8,8.8,6.8,0.3,26.0,Otoño,1
882,4146,2016-11-21,0.1,12.0,9.5,7.0,1.9,30.0,Otoño,0
883,4850,2016-11-22,0.1,9.5,8.0,6.5,0.8,47.0,Otoño,0
884,4312,2016-11-23,1.4,8.4,6.4,4.3,1.1,38.0,Otoño,0
885,5213,2016-11-24,0.0,8.5,5.7,2.9,0.8,41.0,Otoño,0
886,2759,2016-11-25,12.4,5.9,4.6,3.4,1.1,47.0,Otoño,0
887,1782,2016-11-26,19.9,10.0,7.8,5.5,1.4,39.0,Otoño,1
888,1802,2016-11-27,7.0,10.9,9.6,8.2,1.7,35.0,Otoño,1
889,5310,2016-11-28,0.0,12.6,9.9,7.2,1.9,34.0,Otoño,0
890,5299,2016-11-29,1.0,12.0,9.4,6.8,1.4,49.0,Otoño,0
891,5987,2016-11-30,0.0,14.0,11.6,9.2,2.8,34.0,Otoño,0
892,6249,2016-12-01,0.0,11.2,10.3,9.4,1.1,44.0,Otoño,0
893,6511,2016-12-02,0.0,12.6,9.8,6.9,0.6,54.0,Otoño,0
894,4623,2016-12-03,12.1,11.7,9.0,6.2,1.9,49.0,Otoño,1
895,1937,2016-12-04,5.3,11.5,10.4,9.2,1.9,30.0,Otoño,1
896,5256,2016-12-05,0.0,14.0,11.8,9.6,2.2,38.0,Otoño,0
897,4903,2016-12-06,0.0,13.3,10.5,7.7,1.4,36.0,Otoño,0
898,5971,2016-12-07,0.0,12.7,8.8,5.0,0.3,54.0,Otoño,0
899,4449,2016-12-08,0.0,12.2,8.8,5.4,0.3,39.0,Otoño,0
900,5341,2016-12-09,0.0,13.0,9.5,6.0,1.1,55.0,Otoño,0
901,4806,2016-12-10,0.0,13.7,10.8,7.8,0.8,43.0,Otoño,1
902,4386,2016-12-11,0.0,13.0,8.8,4.6,0.0,42.0,Otoño,1
903,5650,2016-12-12,0.0,10.2,7.2,4.2,0.3,61.0,Otoño,0
904,5799,2016-12-13,0.0,9.9,6.6,3.4,0.6,58.0,Otoño,0
905,5191,2016-12-14,5.8,9.8,8.0,6.2,0.8,50.0,Otoño,0
906,4259,2016-12-15,3.8,10.3,8.8,7.2,0.8,42.0,Otoño,0
907,4169,2016-12-16,2.8,9.0,8.2,7.3,1.7,48.0,Otoño,0
908,5660,2016-12-17,0.0,12.6,10.4,8.2,4.7,25.0,Otoño,1
909,4624,2016-12-18,0.0,11.0,8.2,5.4,3.6,22.0,Otoño,1
910,5723,2016-12-19,0.0,10.4,6.8,3.1,1.9,37.0,Otoño,0
911,6158,2016-12-20,0.0,10.1,5.8,1.4,0.3,55.0,Otoño,0
912,6711,2016-12-21,0.0,12.0,7.9,3.8,0.3,55.0,Invierno,0
913,6676,2016-12-22,0.0,11.5,8.0,4.5,0.3,60.0,Invierno,0
914,5949,2016-12-23,0.0,12.5,8.8,5.1,0.0,54.0,Invierno,0
915,3265,2016-12-24,0.0,13.2,8.8,4.5,1.7,37.0,Invierno,1
916,1911,2016-12-25,0.0,11.4,7.2,3.0,0.6,34.0,Invierno,1
917,2996,2016-12-26,0.0,13.2,7.6,2.0,0.0,55.0,Invierno,0
918,4799,2016-12-27,0.0,14.5,9.8,5.0,0.3,59.0,Invierno,0
919,5185,2016-12-28,0.0,13.5,9.0,4.4,0.3,66.0,Invierno,0
920,5561,2016-12-29,0.0,12.2,6.9,1.6,0.0,72.0,Invierno,0
921,4972,2016-12-30,0.0,11.2,5.0,-1.2,0.3,78.0,Invierno,0
922,2696,2016-12-31,0.0,3.3,0.4,-2.4,0.0,50.0,Invierno,1
923,1767,2017-01-01,0.0,4.0,1.7,-0.6,0.0,41.0,Invierno,1
924,3297,2017-01-02,0.0,6.2,2.7,-0.8,0.8,50.0,Invierno,0
925,4507,2017-01-03,0.0,10.2,6.0,1.7,0.0,48.0,Invierno,0
926,5214,2017-01-04,0.0,11.5,6.8,2.2,0.8,50.0,Invierno,0
927,5077,2017-01-05,0.0,9.8,7.2,4.7,0.6,51.0,Invierno,0
928,2934,2017-01-06,0.0,9.8,5.4,1.1,0.0,48.0,Invierno,0
929,4030,2017-01-07,0.0,10.4,5.0,-0.3,0.0,50.0,Invierno,1
930,3760,2017-01-08,0.0,11.5,5.5,-0.5,0.6,61.0,Invierno,1
931,5686,2017-01-09,0.0,11.2,5.4,-0.4,0.6,61.0,Invierno,0
932,6221,2017-01-10,0.0,12.0,7.7,3.4,0.8,67.0,Invierno,0
933,6974,2017-01-11,0.0,16.0,10.4,4.8,3.1,51.0,Invierno,0
934,6788,2017-01-12,0.0,12.7,8.6,4.4,0.8,46.0,Invierno,0
935,6743,2017-01-13,0.0,10.5,7.2,4.0,3.1,31.0,Invierno,0
936,5080,2017-01-14,0.0,8.2,3.8,-0.5,2.2,41.0,Invierno,1
937,4234,2017-01-15,0.0,11.4,6.6,1.8,0.6,34.0,Invierno,1
938,6036,2017-01-16,0.0,11.8,6.2,0.5,0.8,57.0,Invierno,0
939,5961,2017-01-17,0.0,11.2,5.8,0.4,3.3,33.0,Invierno,0
940,5328,2017-01-18,0.0,5.0,1.0,-3.0,1.1,34.0,Invierno,0
941,5084,2017-01-19,0.0,7.0,2.1,-2.8,3.6,31.0,Invierno,0
942,5243,2017-01-20,0.0,8.4,5.7,3.0,4.2,28.0,Invierno,0
943,4548,2017-01-21,0.0,11.0,7.2,3.5,2.2,33.0,Invierno,1
944,4003,2017-01-22,0.0,9.5,4.6,-0.4,0.6,52.0,Invierno,1
945,5768,2017-01-23,0.0,11.4,7.3,3.2,1.1,49.0,Invierno,0
946,6515,2017-01-24,0.0,13.0,6.7,0.4,0.8,70.0,Invierno,0
947,6435,2017-01-25,0.0,10.5,5.2,-0.2,0.6,72.0,Invierno,0
948,6187,2017-01-26,12.5,8.2,4.0,-0.3,0.6,66.0,Invierno,0
949,4038,2017-01-27,7.5,7.0,5.1,3.2,0.8,43.0,Invierno,0
950,4479,2017-01-28,0.0,10.2,6.4,2.6,1.1,23.0,Invierno,1
951,2874,2017-01-29,1.5,9.1,7.0,4.9,0.3,31.0,Invierno,1
952,5438,2017-01-30,0.0,11.5,9.8,8.2,0.3,31.0,Invierno,0
953,6756,2017-01-31,0.0,13.8,10.8,7.7,0.8,42.0,Invierno,0
954,6245,2017-02-01,4.2,10.9,8.1,5.3,0.3,46.0,Invierno,0
955,5170,2017-02-02,3.0,12.1,9.7,7.3,1.9,31.0,Invierno,0
956,5573,2017-02-03,0.2,12.2,9.4,6.5,3.6,24.0,Invierno,0
957,4093,2017-02-04,3.7,14.2,11.6,9.0,5.0,13.0,Invierno,1
958,3967,2017-02-05,0.0,10.9,7.6,4.2,5.6,10.0,Invierno,1
959,6602,2017-02-06,0.0,15.4,10.8,6.1,3.9,21.0,Invierno,0
960,6097,2017-02-07,0.8,13.0,9.5,6.0,1.9,27.0,Invierno,0
961,7163,2017-02-08,0.0,9.8,6.3,2.8,1.7,33.0,Invierno,0
962,7020,2017-02-09,0.0,9.5,5.2,1.0,0.3,60.0,Invierno,0
963,4641,2017-02-10,4.5,5.8,4.0,2.3,0.8,56.0,Invierno,0
964,2477,2017-02-11,9.7,7.3,5.6,4.0,2.2,35.0,Invierno,1
965,1929,2017-02-12,16.5,12.0,9.1,6.2,3.6,27.0,Invierno,1
966,5536,2017-02-13,0.7,12.0,9.0,6.0,3.1,0.0,Invierno,0
967,6990,2017-02-14,0.0,11.8,7.8,3.8,0.3,40.0,Invierno,0
968,7583,2017-02-15,0.0,14.0,9.6,5.3,1.1,35.0,Invierno,0
969,7515,2017-02-16,0.0,11.3,8.8,6.3,0.8,42.0,Invierno,0
970,7240,2017-02-17,0.0,14.0,8.6,3.3,0.6,47.0,Invierno,0
971,5624,2017-02-18,0.0,13.6,8.8,4.0,0.3,53.0,Invierno,1
972,5006,2017-02-19,0.0,13.5,10.1,6.7,1.7,29.0,Invierno,1
973,7069,2017-02-20,0.0,13.6,9.2,4.8,1.4,34.0,Invierno,0
974,7568,2017-02-21,0.0,16.0,10.4,4.7,1.1,48.0,Invierno,0
975,8019,2017-02-22,0.0,18.5,12.8,7.0,2.2,56.0,Invierno,0
976,7093,2017-02-23,1.5,15.0,12.4,9.9,0.6,51.0,Invierno,0
977,8240,2017-02-24,0.0,16.6,12.3,8.0,0.8,38.0,Invierno,0
978,6264,2017-02-25,0.0,17.0,10.2,3.4,1.1,36.0,Invierno,1
979,5421,2017-02-26,0.0,14.2,10.3,6.4,1.1,30.0,Invierno,1
980,7052,2017-02-27,0.0,13.0,10.1,7.2,2.2,15.0,Invierno,0
981,7552,2017-02-28,0.0,12.4,9.6,6.8,3.1,18.0,Invierno,0
982,8361,2017-03-01,0.0,16.0,10.6,5.2,1.1,31.0,Invierno,0
983,8320,2017-03-02,0.0,16.3,11.0,5.8,0.8,40.0,Invierno,0
984,5411,2017-03-03,2.1,12.0,8.0,3.9,2.2,40.0,Invierno,0
985,5072,2017-03-04,0.0,9.6,5.3,1.0,1.4,13.0,Invierno,1
986,4633,2017-03-05,0.0,12.4,8.6,4.8,1.1,14.0,Invierno,1
987,7913,2017-03-06,0.0,18.8,14.1,9.4,1.9,20.0,Invierno,0
988,8776,2017-03-07,0.0,19.4,14.2,8.9,1.9,24.0,Invierno,0
989,9521,2017-03-08,0.0,21.6,14.7,7.8,1.1,65.0,Invierno,0
990,9760,2017-03-09,0.0,24.8,16.8,8.8,0.8,68.0,Invierno,0
991,9826,2017-03-10,0.0,26.1,18.0,9.8,0.8,59.0,Invierno,0
992,7473,2017-03-11,0.0,22.6,16.1,9.6,0.8,46.0,Invierno,1
993,6152,2017-03-12,0.0,19.0,13.1,7.2,3.1,13.0,Invierno,1
994,7128,2017-03-13,0.0,15.5,11.4,7.2,5.3,13.0,Invierno,0
995,8414,2017-03-14,0.0,19.5,14.8,10.1,2.5,25.0,Invierno,0
996,9387,2017-03-15,0.0,20.8,15.2,9.7,1.9,22.0,Invierno,0
997,9654,2017-03-16,0.0,20.4,13.7,7.0,2.2,25.0,Invierno,0
998,8362,2017-03-17,0.0,20.5,13.8,7.2,1.4,29.0,Invierno,0
999,5929,2017-03-18,0.0,21.5,14.4,7.2,1.1,41.0,Invierno,1
1000,5390,2017-03-19,0.0,23.5,15.6,7.6,1.1,42.0,Invierno,1
1001,5861,2017-03-20,0.0,24.2,17.6,11.0,1.7,23.0,Invierno,0
1002,8200,2017-03-21,0.0,16.5,12.6,8.8,2.5,19.0,Primavera,0
1003,6181,2017-03-22,2.4,12.2,7.6,2.9,2.5,17.0,Primavera,0
1004,5235,2017-03-23,5.1,5.3,2.6,0.0,0.8,29.0,Primavera,0
1005,5633,2017-03-24,4.5,9.5,5.4,1.3,0.8,34.0,Primavera,0
1006,4698,2017-03-25,2.9,9.3,4.4,-0.4,1.4,37.0,Primavera,1
1007,4645,2017-03-26,2.1,15.3,10.4,5.5,1.7,14.0,Primavera,1
1008,6577,2017-03-27,0.1,13.8,10.2,6.6,3.1,18.0,Primavera,0
1009,8513,2017-03-28,0.0,17.9,12.7,7.5,0.8,34.0,Primavera,0
1010,9173,2017-03-29,0.0,20.3,13.4,6.5,0.8,47.0,Primavera,0
1011,9459,2017-03-30,0.0,21.1,15.0,9.0,1.7,45.0,Primavera,0
1012,9382,2017-03-31,0.0,19.7,15.4,11.0,3.3,28.0,Primavera,0
1013,6999,2017-04-01,0.0,17.3,12.6,8.0,3.3,9.0,Primavera,1
1014,6737,2017-04-02,0.0,19.0,12.8,6.7,2.2,16.0,Primavera,1
1015,8290,2017-04-03,0.0,19.3,12.5,5.7,1.1,26.0,Primavera,0
1016,9173,2017-04-04,0.0,22.0,14.5,7.0,1.4,39.0,Primavera,0
1017,8953,2017-04-05,0.0,19.0,13.6,8.2,3.1,16.0,Primavera,0
1018,9001,2017-04-06,0.0,21.5,14.8,8.0,2.2,21.0,Primavera,0
1019,8972,2017-04-07,0.0,23.0,16.4,9.7,1.4,28.0,Primavera,0
1020,6919,2017-04-08,0.0,23.2,16.6,10.0,0.8,21.0,Primavera,1
1021,6272,2017-04-09,0.0,24.0,17.3,10.6,1.7,16.0,Primavera,1
1022,7576,2017-04-10,0.0,25.3,18.0,10.6,0.6,27.0,Primavera,0
1023,7694,2017-04-11,0.0,27.7,20.0,12.3,0.8,36.0,Primavera,0
1024,6985,2017-04-12,0.0,28.2,20.1,12.0,1.4,31.0,Primavera,0
1025,4233,2017-04-13,0.0,27.4,19.7,12.0,2.2,37.0,Primavera,0
1026,4056,2017-04-14,0.0,25.4,19.2,13.0,1.7,25.0,Primavera,0
1027,4300,2017-04-15,0.0,27.0,20.2,13.5,1.7,19.0,Primavera,1
1028,4757,2017-04-16,0.0,26.0,18.5,11.0,1.9,14.0,Primavera,1
1029,8567,2017-04-17,0.0,27.6,20.2,12.7,1.7,36.0,Primavera,0
1030,9908,2017-04-18,0.0,27.5,20.8,14.0,1.9,18.0,Primavera,0
1031,9269,2017-04-19,2.5,23.5,17.8,12.0,2.8,14.0,Primavera,0
1032,8928,2017-04-20,0.0,19.5,14.4,9.4,3.1,12.0,Primavera,0
1033,9973,2017-04-21,0.0,21.7,13.9,6.1,2.2,16.0,Primavera,0
1034,7539,2017-04-22,0.0,21.7,13.9,6.1,0.8,19.0,Primavera,1
1035,8660,2017-04-23,0.0,26.0,18.4,10.9,0.8,32.0,Primavera,1
1036,9476,2017-04-24,1.3,27.0,19.8,12.6,1.1,40.0,Primavera,0
1037,9410,2017-04-25,0.0,23.2,18.0,12.9,2.5,25.0,Primavera,0
1038,9664,2017-04-26,0.2,20.5,13.4,6.3,1.7,11.0,Primavera,0
1039,8761,2017-04-27,0.0,16.1,10.0,3.8,3.6,13.0,Primavera,0
1040,8217,2017-04-28,3.3,17.8,10.6,3.3,3.3,13.0,Primavera,0
1041,3229,2017-04-29,4.5,12.4,10.1,7.8,0.6,20.0,Primavera,1
1042,3278,2017-04-30,0.6,14.4,11.0,7.7,1.7,13.0,Primavera,1
1043,4831,2017-05-01,0.0,18.6,11.9,5.2,1.1,10.0,Primavera,0
1044,6477,2017-05-02,0.0,23.7,16.4,9.2,1.7,23.0,Primavera,0
1045,9878,2017-05-03,0.0,26.7,19.4,12.0,1.1,31.0,Primavera,0
1046,10442,2017-05-04,0.0,26.0,20.1,14.2,1.4,50.0,Primavera,0
1047,9076,2017-05-05,0.3,23.0,17.2,11.5,3.6,20.0,Primavera,0
1048,7831,2017-05-06,0.0,21.6,15.6,9.5,1.7,5.0,Primavera,1
1049,8158,2017-05-07,0.0,26.4,19.2,12.0,1.7,17.0,Primavera,1
1050,10266,2017-05-08,0.0,28.8,21.8,14.7,1.4,23.0,Primavera,0
1051,10925,2017-05-09,0.0,28.6,22.4,16.2,3.3,26.0,Primavera,0
1052,10571,2017-05-10,15.0,23.0,17.9,12.8,3.1,8.0,Primavera,0
1053,7074,2017-05-11,3.4,16.1,13.2,10.3,3.3,13.0,Primavera,0
1054,7119,2017-05-12,2.1,17.8,14.1,10.4,2.2,20.0,Primavera,0
1055,7036,2017-05-13,0.0,20.4,16.1,11.8,2.8,10.0,Primavera,1
1056,7447,2017-05-14,0.0,23.2,17.0,10.8,1.4,0.0,Primavera,1
1057,7761,2017-05-15,0.0,26.5,20.0,13.6,1.4,0.0,Primavera,0
1058,10710,2017-05-16,0.0,29.8,23.2,16.5,1.4,28.0,Primavera,0
1059,11183,2017-05-17,6.3,28.3,23.0,17.6,1.4,20.0,Primavera,0
1060,10534,2017-05-18,0.0,20.2,16.4,12.6,2.2,17.0,Primavera,0
1061,11251,2017-05-19,0.0,23.0,16.5,10.0,1.7,19.0,Primavera,0
1062,9100,2017-05-20,0.0,26.7,19.0,11.4,1.1,22.0,Primavera,1
1063,7967,2017-05-21,0.0,26.7,21.4,16.1,2.8,29.0,Primavera,1
1064,11221,2017-05-22,0.0,28.8,22.0,15.2,0.3,37.0,Primavera,0
1065,11643,2017-05-23,0.0,31.8,25.2,18.5,2.2,16.0,Primavera,0
1066,12265,2017-05-24,0.0,32.0,24.8,17.5,1.4,21.0,Primavera,0
1067,12466,2017-05-25,0.0,33.0,26.3,19.6,1.4,20.0,Primavera,0
1068,12293,2017-05-26,0.0,33.7,26.2,18.6,1.9,23.0,Primavera,0
1069,10032,2017-05-27,0.0,33.0,26.2,19.5,1.9,13.0,Primavera,1
1070,8820,2017-05-28,0.0,27.3,23.4,19.4,2.2,6.0,Primavera,1
1071,11405,2017-05-29,0.0,26.3,22.3,18.3,2.2,11.0,Primavera,0
1072,12445,2017-05-30,0.0,27.0,21.7,16.4,0.8,15.0,Primavera,0
1073,12795,2017-05-31,0.0,30.5,23.6,16.6,0.0,23.0,Primavera,0
1074,13450,2017-06-01,0.0,32.1,25.2,18.4,1.7,23.0,Primavera,0
1075,12453,2017-06-02,0.6,32.3,25.2,18.2,1.7,29.0,Primavera,0
1076,9006,2017-06-03,0.0,28.6,23.2,17.7,1.4,10.0,Primavera,1
1077,9061,2017-06-04,0.0,27.5,21.4,15.3,3.3,7.0,Primavera,1
1078,11299,2017-06-05,0.0,26.6,19.5,12.4,0.6,16.0,Primavera,0
1079,12320,2017-06-06,0.0,28.6,22.0,15.5,0.8,12.0,Primavera,0
1080,12873,2017-06-07,0.0,31.8,24.4,16.9,1.1,24.0,Primavera,0
1081,13128,2017-06-08,0.0,33.8,26.9,20.0,1.9,22.0,Primavera,0
1082,12915,2017-06-09,0.0,32.8,26.8,20.8,1.4,25.0,Primavera,0
1083,9813,2017-06-10,0.0,35.1,28.0,20.8,0.8,22.0,Primavera,1
1084,9001,2017-06-11,0.0,37.2,30.0,22.8,1.4,26.0,Primavera,1
1085,11676,2017-06-12,0.0,37.0,30.3,23.6,1.9,24.0,Primavera,0
1086,12425,2017-06-13,0.0,36.2,29.5,22.8,1.4,15.0,Primavera,0
1087,13021,2017-06-14,0.0,37.2,30.4,23.6,2.2,25.0,Primavera,0
1088,12870,2017-06-15,0.1,39.0,31.5,24.0,1.9,44.0,Primavera,0
1089,12229,2017-06-16,0.0,37.6,30.3,23.0,1.4,29.0,Primavera,0
1090,8785,2017-06-17,0.0,40.0,32.8,25.5,1.4,23.0,Primavera,1
1091,7718,2017-06-18,0.0,38.6,31.8,25.0,1.1,11.0,Primavera,1
1092,12197,2017-06-19,0.5,33.5,27.2,21.0,1.4,20.0,Primavera,0
1093,12409,2017-06-20,0.0,32.8,27.0,21.2,1.9,22.0,Primavera,0
1094,13700,2017-06-21,0.0,36.3,29.0,21.6,1.1,27.0,Verano,0
1095,13718,2017-06-22,0.0,37.0,30.8,24.5,1.7,34.0,Verano,0
1096,12616,2017-06-23,0.0,36.2,29.0,21.7,2.2,21.0,Verano,0
1097,8943,2017-06-24,0.0,36.3,28.9,21.5,2.8,14.0,Verano,1
1098,7153,2017-06-25,3.4,35.3,27.0,18.8,2.5,19.0,Verano,1
1099,11538,2017-06-26,0.1,30.7,24.0,17.3,2.8,17.0,Verano,0
1100,12991,2017-06-27,0.0,29.0,23.8,18.5,3.6,22.0,Verano,0
1101,13018,2017-06-28,0.0,26.0,20.8,15.7,4.7,8.0,Verano,0
1102,12721,2017-06-29,0.0,23.7,18.2,12.8,3.3,7.0,Verano,0
1103,11515,2017-06-30,0.0,22.6,16.8,10.9,1.7,9.0,Verano,0
1104,8144,2017-07-01,0.0,25.0,18.8,12.6,2.2,4.0,Verano,1
