,anual_total_use_day,date,precipitation,temp_max,temp_media,temp_min,wind_speed,dioxido_nitrogeno,season,weekend
1381,9794,2018-04-04,0.0,16.0,11.7,7.4,4.7,14.0,Primavera,0
1382,10976,2018-04-05,0.0,18.6,12.3,6.0,1.1,32.0,Primavera,0
1383,8253,2018-04-06,7.4,17.5,13.6,9.8,0.8,51.0,Primavera,0
1384,5237,2018-04-07,4.1,11.4,9.4,7.4,0.0,20.0,Primavera,1
1385,7248,2018-04-08,2.5,15.5,10.4,5.2,0.0,12.0,Primavera,1
1386,6908,2018-04-09,2.7,9.0,6.8,4.7,0.0,17.0,Primavera,0
1387,3063,2018-04-10,17.6,7.6,5.4,3.1,0.0,25.0,Primavera,0
1388,8612,2018-04-11,0.0,11.0,7.0,3.1,0.0,20.0,Primavera,0
1389,7075,2018-04-12,7.4,11.4,8.4,5.3,0.0,23.0,Primavera,0
1390,8595,2018-04-13,4.8,14.3,9.8,5.2,0.0,23.0,Primavera,0
1391,7668,2018-04-14,0.2,16.5,10.8,5.2,0.0,29.0,Primavera,1
1392,7296,2018-04-15,14.3,18.0,13.3,8.6,0.0,14.0,Primavera,1
1393,9844,2018-04-16,0.0,17.6,12.3,7.0,0.0,16.0,Primavera,0
1394,11401,2018-04-17,0.0,21.6,14.6,7.6,0.0,41.0,Primavera,0
1395,12503,2018-04-18,0.0,24.7,18.4,12.2,1.9,42.0,Primavera,0
1396,12561,2018-04-19,0.0,24.0,18.1,12.2,2.8,24.0,Primavera,0
1397,12149,2018-04-20,0.0,22.5,17.4,12.3,3.3,18.0,Primavera,0
1398,8705,2018-04-21,0.0,19.8,15.7,11.6,2.5,21.0,Primavera,1
1399,9094,2018-04-22,0.0,22.9,18.0,13.0,1.9,28.0,Primavera,1
1400,11376,2018-04-23,0.0,24.3,19.4,14.4,2.5,37.0,Primavera,0
1401,12845,2018-04-24,0.0,26.4,20.5,14.6,1.4,29.0,Primavera,0
1402,13592,2018-04-25,0.0,28.5,20.8,13.1,2.2,40.0,Primavera,0
1403,13392,2018-04-26,0.0,26.5,20.2,14.0,2.5,33.0,Primavera,0
1404,12329,2018-04-27,0.0,24.4,19.4,14.3,2.5,17.0,Primavera,0
1405,6987,2018-04-28,6.2,18.7,14.4,10.2,3.6,10.0,Primavera,1
1406,3707,2018-04-29,3.8,12.6,8.3,4.0,4.4,8.0,Primavera,1
1407,5555,2018-04-30,2.5,12.5,8.2,4.0,0.8,13.0,Primavera,0
1408,5669,2018-05-01,0.0,15.9,10.7,5.5,0.8,13.0,Primavera,0
1409,6903,2018-05-02,0.0,17.8,12.1,6.4,1.4,15.0,Primavera,0
1410,10814,2018-05-03,0.0,19.4,14.4,9.3,1.9,25.0,Primavera,0
1411,11629,2018-05-04,0.0,20.5,14.0,7.5,2.2,18.0,Primavera,0
1412,9114,2018-05-05,0.0,24.3,17.1,9.9,1.7,17.0,Primavera,1
1413,8495,2018-05-06,1.5,24.0,18.4,12.8,1.7,12.0,Primavera,1
1414,10334,2018-05-07,13.5,22.7,17.6,12.4,1.4,30.0,Primavera,0
1415,11623,2018-05-08,0.2,25.2,18.8,12.5,1.1,36.0,Primavera,0
1416,13000,2018-05-09,0.0,25.0,19.1,13.2,1.9,29.0,Primavera,0
1417,13411,2018-05-10,0.0,23.9,18.7,13.5,2.5,21.0,Primavera,0
1418,12759,2018-05-11,0.0,25.1,19.2,13.3,2.2,26.0,Primavera,0
1419,8385,2018-05-12,0.0,20.2,15.4,10.5,3.1,11.0,Primavera,1
1420,7476,2018-05-13,0.0,17.5,11.8,6.0,2.5,8.0,Primavera,1
1421,10559,2018-05-14,0.0,19.4,14.9,10.4,1.7,13.0,Primavera,0
1422,9242,2018-05-15,0.0,23.5,15.8,8.0,1.9,12.0,Primavera,0
1423,12792,2018-05-16,0.0,25.0,18.4,11.8,2.2,16.0,Primavera,0
1424,13369,2018-05-17,0.0,25.3,20.0,14.8,1.1,22.0,Primavera,0
1425,11814,2018-05-18,0.7,23.2,18.7,14.2,0.8,28.0,Primavera,0
1426,9498,2018-05-19,0.1,25.4,19.5,13.6,0.6,22.0,Primavera,1
1427,8873,2018-05-20,0.0,22.5,17.9,13.3,1.1,12.0,Primavera,1
1428,11605,2018-05-21,5.6,24.3,19.0,13.6,0.8,25.0,Primavera,0
1429,12127,2018-05-22,0.1,24.6,18.6,12.6,0.0,38.0,Primavera,0
1430,12692,2018-05-23,0.3,26.3,20.8,15.3,1.4,38.0,Primavera,0
1431,13149,2018-05-24,28.9,27.7,21.7,15.7,0.0,31.0,Primavera,0
1432,7978,2018-05-25,8.9,19.5,15.8,12.0,0.0,33.0,Primavera,0
1433,9442,2018-05-26,0.0,22.0,16.9,11.8,0.0,19.0,Primavera,1
1434,9893,2018-05-27,3.6,25.5,19.3,13.1,0.0,21.0,Primavera,1
1435,6334,2018-05-28,13.8,17.8,15.5,13.2,0.0,29.0,Primavera,0
1436,9451,2018-05-29,1.0,19.9,16.2,12.6,0.0,34.0,Primavera,0
1437,11388,2018-05-30,0.2,18.6,14.8,11.0,0.0,24.0,Primavera,0
1438,13144,2018-05-31,0.0,23.1,17.8,12.5,0.0,20.0,Primavera,0
1439,13170,2018-06-01,2.3,23.8,18.7,13.6,0.0,32.0,Primavera,0
1440,7232,2018-06-02,3.9,23.5,18.2,12.8,1.9,14.0,Primavera,1
1441,9155,2018-06-03,0.0,23.8,17.8,11.7,2.2,21.0,Primavera,1
1442,12073,2018-06-04,0.0,20.0,16.2,12.4,3.1,13.0,Primavera,0
1443,12522,2018-06-05,2.4,19.8,15.9,12.0,1.7,13.0,Primavera,0
1444,11128,2018-06-06,3.5,19.6,15.0,10.5,1.7,21.0,Primavera,0
1445,13616,2018-06-07,2.8,23.4,17.7,12.0,2.5,31.0,Primavera,0
1446,7925,2018-06-08,2.8,18.6,15.4,12.2,2.2,26.0,Primavera,0
1447,8789,2018-06-09,0.5,20.7,16.2,11.7,1.9,17.0,Primavera,1
1448,7918,2018-06-10,0.0,19.4,15.3,11.2,1.9,18.0,Primavera,1
1449,11569,2018-06-11,0.0,21.0,16.8,12.5,2.5,13.0,Primavera,0
1450,12879,2018-06-12,0.0,24.3,18.6,13.0,1.9,24.0,Primavera,0
1451,13546,2018-06-13,0.0,25.5,19.6,13.7,2.5,17.0,Primavera,0
1452,13361,2018-06-14,0.0,27.0,19.8,12.7,1.7,23.0,Primavera,0
1453,13162,2018-06-15,0.0,30.7,23.0,15.3,1.4,29.0,Primavera,0
1454,9464,2018-06-16,0.0,31.1,24.6,18.0,1.9,14.0,Primavera,1
1455,8600,2018-06-17,0.0,32.3,25.1,17.9,3.1,13.0,Primavera,1
1456,12577,2018-06-18,0.0,32.1,24.8,17.6,2.5,18.0,Primavera,0
1457,13814,2018-06-19,0.0,32.5,24.9,17.3,1.7,18.0,Primavera,0
1458,14345,2018-06-20,0.0,33.0,26.6,20.2,1.7,23.0,Primavera,0
1459,14468,2018-06-21,0.0,33.3,26.9,20.5,1.7,21.0,Verano,0
1460,13590,2018-06-22,0.0,33.8,27.7,21.6,1.7,28.0,Verano,0
1461,9211,2018-06-23,0.0,35.5,28.5,21.5,1.1,16.0,Verano,1
1462,8522,2018-06-24,0.0,36.6,29.3,22.0,1.1,17.0,Verano,1
1463,13282,2018-06-25,0.0,36.2,29.6,22.9,1.7,23.0,Verano,0
1464,13806,2018-06-26,0.0,35.0,29.0,23.0,1.9,24.0,Verano,0
1465,14537,2018-06-27,0.0,31.9,26.9,21.9,2.2,21.0,Verano,0
1466,14560,2018-06-28,0.1,31.0,26.0,20.9,2.2,24.0,Verano,0
1467,13491,2018-06-29,0.0,31.6,26.0,20.5,1.7,18.0,Verano,0
1468,9171,2018-06-30,0.7,28.7,24.4,20.2,2.8,13.0,Verano,1
1469,8537,2018-07-01,0.0,28.0,23.3,18.6,2.8,7.0,Verano,1
1470,12801,2018-07-02,0.0,27.5,22.0,16.5,2.5,13.0,Verano,0
1471,13934,2018-07-03,0.0,30.7,23.4,16.2,1.1,26.0,Verano,0
1472,13864,2018-07-04,0.0,27.5,23.0,18.5,2.5,30.0,Verano,0
1473,13755,2018-07-05,0.0,28.0,22.5,17.0,0.8,18.0,Verano,0
1474,12452,2018-07-06,0.0,31.7,25.1,18.5,1.9,18.0,Verano,0
1475,8316,2018-07-07,0.0,33.6,27.5,21.4,1.9,18.0,Verano,1
1476,7676,2018-07-08,0.0,34.6,28.2,21.7,1.9,15.0,Verano,1
1477,12414,2018-07-09,0.0,34.5,28.2,21.8,1.7,20.0,Verano,0
1478,13472,2018-07-10,0.0,35.2,28.4,21.5,2.2,16.0,Verano,0
1479,13513,2018-07-11,0.0,33.2,27.3,21.4,2.8,20.0,Verano,0
1480,13578,2018-07-12,0.0,32.7,26.8,21.0,1.4,18.0,Verano,0
1481,12270,2018-07-13,0.0,33.5,27.6,21.7,2.5,16.0,Verano,0
1482,8015,2018-07-14,0.0,33.2,26.8,20.3,1.7,15.0,Verano,1
1483,7664,2018-07-15,0.0,29.6,24.3,19.0,2.2,10.0,Verano,1
1484,11787,2018-07-16,0.0,30.2,23.7,17.2,1.4,12.0,Verano,0
1485,12966,2018-07-17,0.0,33.5,26.4,19.2,1.7,22.0,Verano,0
1486,13516,2018-07-18,0.0,32.9,27.1,21.3,1.9,24.0,Verano,0
1487,13442,2018-07-19,0.0,32.9,26.2,19.4,1.9,31.0,Verano,0
1488,12069,2018-07-20,0.0,32.0,25.4,18.7,1.1,25.0,Verano,0
1489,7807,2018-07-21,0.0,30.5,24.0,17.4,2.2,10.0,Verano,1
1490,7009,2018-07-22,0.0,31.7,24.9,18.1,0.8,10.0,Verano,1
1491,11607,2018-07-23,0.0,34.7,27.6,20.5,1.9,21.0,Verano,0
1492,12377,2018-07-24,0.0,33.0,26.4,19.8,1.9,19.0,Verano,0
1493,12501,2018-07-25,0.0,34.6,27.2,19.9,1.1,27.0,Verano,0
1494,12465,2018-07-26,0.0,34.5,27.2,19.8,1.7,34.0,Verano,0
1495,11318,2018-07-27,0.0,34.5,26.8,19.0,2.2,31.0,Verano,0
1496,7855,2018-07-28,0.0,33.2,25.9,18.6,2.2,14.0,Verano,1
1497,7627,2018-07-29,0.0,32.6,26.2,19.8,1.7,11.0,Verano,1
1498,11655,2018-07-30,0.0,34.1,26.8,19.4,1.4,27.0,Verano,0
1499,12410,2018-07-31,0.0,35.3,28.2,21.1,1.1,29.0,Verano,0
1500,12219,2018-08-01,0.0,37.0,30.2,23.3,0.6,31.0,Verano,0
1501,11526,2018-08-02,0.0,38.5,31.6,24.6,1.1,37.0,Verano,0
1502,10073,2018-08-03,0.0,39.9,32.9,25.9,1.7,26.0,Verano,0
1503,6486,2018-08-04,0.0,38.6,31.0,23.4,0.0,14.0,Verano,1
1504,6272,2018-08-05,0.0,37.6,31.0,24.4,0.8,11.0,Verano,1
1505,9057,2018-08-06,0.0,36.9,30.6,24.4,1.7,29.0,Verano,0
1506,10022,2018-08-07,0.0,36.7,30.7,24.7,2.8,23.0,Verano,0
1507,10016,2018-08-08,0.0,34.6,27.9,21.2,2.8,23.0,Verano,0
1508,10077,2018-08-09,0.0,31.3,25.4,19.5,2.2,16.0,Verano,0
1509,8756,2018-08-10,0.0,31.3,24.4,17.5,2.2,11.0,Verano,0
1510,6099,2018-08-11,0.0,33.7,27.9,22.1,1.4,10.0,Verano,1
1511,5868,2018-08-12,0.0,35.0,29.2,23.3,2.2,14.0,Verano,1
1512,8280,2018-08-13,0.0,33.5,27.5,21.5,2.2,20.0,Verano,0
1513,8894,2018-08-14,0.0,33.0,26.3,19.6,1.1,14.0,Verano,0
1514,6763,2018-08-15,0.0,33.8,26.7,19.6,2.2,11.0,Verano,0
1515,8753,2018-08-16,0.0,32.0,27.5,23.0,1.9,19.0,Verano,0
1516,7982,2018-08-17,0.0,32.2,26.1,20.0,1.9,17.0,Verano,0
1517,5854,2018-08-18,0.0,30.4,23.6,16.8,1.7,9.0,Verano,1
1518,5885,2018-08-19,0.0,31.6,25.8,20.0,1.7,13.0,Verano,1
1519,9293,2018-08-20,0.0,32.5,26.6,20.7,1.4,21.0,Verano,0
1520,9915,2018-08-21,0.0,34.4,27.7,21.0,1.1,29.0,Verano,0
1521,10570,2018-08-22,0.0,32.8,27.4,21.9,1.1,27.0,Verano,0
1522,10814,2018-08-23,0.0,33.8,27.0,20.2,1.1,34.0,Verano,0
1523,10008,2018-08-24,0.0,33.0,26.8,20.6,1.4,22.0,Verano,0
1524,7163,2018-08-25,0.0,32.8,25.8,18.8,2.2,14.0,Verano,1
1525,6969,2018-08-26,0.0,31.5,24.4,17.4,1.4,13.0,Verano,1
1526,11098,2018-08-27,0.0,35.0,27.8,20.5,1.4,38.0,Verano,0
1527,12003,2018-08-28,0.0,33.8,28.0,22.3,2.5,32.0,Verano,0
1528,12578,2018-08-29,0.0,31.5,25.8,20.0,0.8,34.0,Verano,0
1529,12835,2018-08-30,0.0,32.2,26.4,20.5,1.4,19.0,Verano,0
1530,12490,2018-08-31,0.0,33.4,27.3,21.2,1.9,22.0,Verano,0
1531,9428,2018-09-01,0.0,33.6,27.3,21.0,1.1,19.0,Verano,1
1532,8969,2018-09-02,1.2,34.8,27.5,20.2,1.7,17.0,Verano,1
1533,13417,2018-09-03,0.0,31.3,26.8,22.3,1.7,25.0,Verano,0
1534,14742,2018-09-04,0.0,29.5,24.4,19.4,1.4,27.0,Verano,0
1535,14994,2018-09-05,0.0,27.8,23.0,18.3,2.8,19.0,Verano,0
1536,15331,2018-09-06,0.0,27.4,22.6,17.8,0.6,25.0,Verano,0
1537,13466,2018-09-07,5.1,28.5,22.2,16.0,2.2,18.0,Verano,0
1538,8424,2018-09-08,1.8,23.6,20.2,16.9,1.7,24.0,Verano,1
1539,9783,2018-09-09,0.0,26.3,21.0,15.8,0.8,29.0,Verano,1
1540,14447,2018-09-10,0.0,28.3,22.8,17.3,1.9,20.0,Verano,0
1541,15521,2018-09-11,0.0,28.5,23.0,17.6,1.9,23.0,Verano,0
1542,16127,2018-09-12,0.0,29.0,23.2,17.3,0.6,38.0,Verano,0
1543,16189,2018-09-13,0.0,32.2,25.4,18.6,0.8,47.0,Verano,0
1544,15738,2018-09-14,0.0,31.6,25.5,19.4,1.4,35.0,Verano,0
1545,11122,2018-09-15,0.0,30.0,25.1,20.2,0.8,20.0,Verano,1
1546,10693,2018-09-16,0.0,30.2,24.1,18.0,0.6,22.0,Verano,1
1547,14316,2018-09-17,1.2,30.8,24.7,18.6,1.9,35.0,Verano,0
1548,15149,2018-09-18,0.0,28.5,23.4,18.2,1.4,35.0,Verano,0
1549,16313,2018-09-19,0.0,30.4,24.2,18.0,0.8,40.0,Verano,0
1550,16529,2018-09-20,0.0,31.5,25.7,19.9,1.1,46.0,Verano,0
1551,15600,2018-09-21,0.0,31.3,25.1,18.9,1.4,36.0,Otoño,0
1552,11423,2018-09-22,0.0,32.5,26.2,20.0,1.7,30.0,Otoño,1
1553,11100,2018-09-23,0.0,33.5,27.2,20.8,1.4,23.0,Otoño,1
1554,14572,2018-09-24,0.0,32.0,26.0,20.0,1.9,21.0,Otoño,0
1555,15671,2018-09-25,0.0,29.3,23.2,17.2,2.2,26.0,Otoño,0
1556,15131,2018-09-26,0.5,26.0,22.5,19.0,2.2,14.0,Otoño,0
1557,16024,2018-09-27,0.0,26.4,21.0,15.7,0.3,30.0,Otoño,0
1558,15531,2018-09-28,0.0,27.8,21.9,16.0,1.4,44.0,Otoño,0
1559,11742,2018-09-29,0.0,27.9,22.4,16.8,0.8,39.0,Otoño,1
1560,10948,2018-09-30,0.0,29.0,23.0,16.9,1.7,31.0,Otoño,1
1561,14116,2018-10-01,0.0,25.0,19.8,14.6,3.1,20.0,Otoño,0
1562,14888,2018-10-02,0.0,24.6,17.3,10.0,1.1,30.0,Otoño,0
1563,15777,2018-10-03,0.0,26.0,20.5,15.0,1.9,36.0,Otoño,0
1564,15600,2018-10-04,0.0,26.3,20.2,14.0,1.1,45.0,Otoño,0
1565,15106,2018-10-05,0.0,25.9,20.4,14.8,1.1,53.0,Otoño,0
1566,11792,2018-10-06,0.0,27.1,20.4,13.6,2.5,54.0,Otoño,1
1567,9864,2018-10-07,0.0,19.5,15.4,11.2,3.9,10.0,Otoño,1
1568,13326,2018-10-08,0.0,18.7,13.8,9.0,1.1,25.0,Otoño,0
1569,11608,2018-10-09,8.9,19.5,15.1,10.7,1.7,24.0,Otoño,0
1570,12457,2018-10-10,2.7,18.1,14.6,11.0,0.8,31.0,Otoño,0
1571,11746,2018-10-11,2.9,20.5,17.2,13.8,2.8,33.0,Otoño,0
1572,7850,2018-10-12,0.3,20.8,18.3,15.8,0.8,17.0,Otoño,0
1573,8993,2018-10-13,2.6,24.2,19.6,15.0,0.6,35.0,Otoño,1
1574,6887,2018-10-14,0.0,18.5,14.8,11.2,3.1,11.0,Otoño,1
1575,10699,2018-10-15,0.1,15.4,12.3,9.2,1.4,24.0,Otoño,0
1576,13630,2018-10-16,0.0,20.1,15.4,10.6,1.1,32.0,Otoño,0
1577,14430,2018-10-17,0.0,21.5,16.5,11.5,1.4,41.0,Otoño,0
1578,12791,2018-10-18,8.8,20.4,17.2,14.0,3.1,37.0,Otoño,0
1579,7216,2018-10-19,5.9,17.0,14.8,12.7,3.6,27.0,Otoño,0
1580,8357,2018-10-20,3.3,21.0,17.2,13.5,2.5,21.0,Otoño,1
1581,8955,2018-10-21,0.2,21.2,17.8,14.4,2.5,23.0,Otoño,1
1582,13226,2018-10-22,0.0,22.3,17.0,11.7,0.8,36.0,Otoño,0
1583,14081,2018-10-23,0.0,20.5,16.8,13.0,1.4,42.0,Otoño,0
1584,14240,2018-10-24,0.0,22.0,16.2,10.5,0.3,61.0,Otoño,0
1585,14618,2018-10-25,0.0,22.6,16.6,10.5,0.8,57.0,Otoño,0
1586,11387,2018-10-26,1.5,16.5,14.2,11.8,0.8,68.0,Otoño,0
1587,6619,2018-10-27,4.2,12.4,8.8,5.1,1.9,26.0,Otoño,1
1588,6796,2018-10-28,0.0,10.0,7.0,4.1,3.1,14.0,Otoño,1
1589,10216,2018-10-29,0.7,10.4,7.0,3.7,3.3,19.0,Otoño,0
1590,5125,2018-10-30,15.1,9.0,7.5,6.0,3.1,29.0,Otoño,0
1591,10451,2018-10-31,0.1,12.0,8.9,5.8,2.5,26.0,Otoño,0
1592,7812,2018-11-01,0.0,13.8,9.2,4.5,0.8,31.0,Otoño,0
1593,9846,2018-11-02,0.0,18.0,13.6,9.3,2.2,30.0,Otoño,0
1594,8019,2018-11-03,0.0,15.0,10.6,6.1,0.6,38.0,Otoño,1
1595,7271,2018-11-04,17.0,15.4,10.0,4.5,0.8,40.0,Otoño,1
1596,6401,2018-11-05,2.7,10.0,8.2,6.3,3.1,23.0,Otoño,0
1597,10699,2018-11-06,0.7,11.8,8.9,6.0,3.1,23.0,Otoño,0
1598,7897,2018-11-07,4.5,13.8,10.6,7.5,1.9,31.0,Otoño,0
1599,8733,2018-11-08,7.6,12.6,9.8,7.0,1.1,39.0,Otoño,0
1600,6992,2018-11-09,0.0,12.6,9.0,5.4,3.6,14.0,Otoño,0
1601,6285,2018-11-10,1.1,13.5,11.6,9.6,3.6,14.0,Otoño,1
1602,6781,2018-11-11,0.0,16.7,14.2,11.6,2.8,16.0,Otoño,1
1603,9717,2018-11-12,1.6,14.0,12.2,10.3,0.8,42.0,Otoño,0
1604,12299,2018-11-13,0.0,16.0,13.0,10.0,1.4,42.0,Otoño,0
1605,12163,2018-11-14,0.0,16.0,13.0,10.0,1.9,42.0,Otoño,0
1606,11935,2018-11-15,0.9,16.5,14.2,11.8,1.1,38.0,Otoño,0
1607,11105,2018-11-16,1.7,15.8,14.0,12.1,1.1,38.0,Otoño,0
1608,9448,2018-11-17,0.0,16.5,13.8,11.0,1.4,28.0,Otoño,1
1609,5322,2018-11-18,11.8,13.7,11.5,9.3,1.9,25.0,Otoño,1
1610,9875,2018-11-19,2.5,13.6,11.2,8.7,2.2,27.0,Otoño,0
1611,9104,2018-11-20,2.9,12.0,10.0,8.0,2.8,22.0,Otoño,0
1612,10042,2018-11-21,1.5,11.8,9.2,6.7,1.7,30.0,Otoño,0
1613,11236,2018-11-22,3.7,12.0,8.9,5.8,1.1,36.0,Otoño,0
1614,10833,2018-11-23,0.0,11.1,8.0,5.0,1.7,27.0,Otoño,0
1615,7634,2018-11-24,2.0,9.2,6.1,3.0,0.0,47.0,Otoño,1
1616,6042,2018-11-25,4.9,14.0,10.3,6.6,3.3,22.0,Otoño,1
1617,9876,2018-11-26,0.0,12.0,9.5,7.0,3.1,20.0,Otoño,0
1618,10954,2018-11-27,0.0,12.0,8.1,4.2,0.8,41.0,Otoño,0
1619,10987,2018-11-28,0.0,11.1,7.2,3.4,0.8,59.0,Otoño,0
1620,10564,2018-11-29,3.3,11.4,7.4,3.4,0.6,55.0,Otoño,0
1621,10879,2018-11-30,0.0,11.0,7.8,4.7,0.6,47.0,Otoño,0
1622,8488,2018-12-01,0.0,11.0,7.0,3.0,0.6,48.0,Otoño,1
1623,6940,2018-12-02,0.0,8.8,6.6,4.5,0.3,40.0,Otoño,1
1624,9440,2018-12-03,0.0,9.0,7.2,5.4,0.8,50.0,Otoño,0
1625,11224,2018-12-04,0.0,15.2,9.7,4.2,0.6,44.0,Otoño,0
1626,11522,2018-12-05,0.0,16.0,11.4,6.9,0.6,54.0,Otoño,0
1627,7409,2018-12-06,0.0,15.5,10.5,5.5,0.6,43.0,Otoño,0
1628,8305,2018-12-07,0.0,10.5,7.4,4.2,1.1,40.0,Otoño,0
1629,6798,2018-12-08,0.0,13.0,9.2,5.4,0.8,40.0,Otoño,1
1630,7009,2018-12-09,0.0,14.6,9.5,4.4,0.3,55.0,Otoño,1
1631,10267,2018-12-10,0.0,14.2,9.0,3.9,0.8,76.0,Otoño,0
1632,11084,2018-12-11,0.0,12.6,8.2,3.8,0.6,59.0,Otoño,0
1633,11089,2018-12-12,3.8,8.6,6.6,4.5,0.8,46.0,Otoño,0
1634,7909,2018-12-13,6.2,8.5,6.2,4.0,2.8,27.0,Otoño,0
1635,10968,2018-12-14,0.0,10.5,6.8,3.0,2.2,30.0,Otoño,0
1636,8427,2018-12-15,0.2,9.0,5.8,2.7,1.4,39.0,Otoño,1
1637,6816,2018-12-16,0.3,12.5,9.0,5.6,3.3,16.0,Otoño,1
1638,10159,2018-12-17,0.0,9.2,6.3,3.4,1.1,50.0,Otoño,0
1639,10126,2018-12-18,0.9,8.0,5.2,2.5,0.6,52.0,Otoño,0
1640,10440,2018-12-19,0.0,9.4,7.2,4.9,1.9,42.0,Otoño,0
1641,11020,2018-12-20,0.0,10.8,8.1,5.4,1.4,39.0,Otoño,0
1642,10063,2018-12-21,0.0,8.7,7.0,5.3,0.3,39.0,Invierno,0
1643,6521,2018-12-22,0.0,9.0,7.6,6.2,0.8,44.0,Invierno,1
1644,5046,2018-12-23,0.0,9.5,7.0,4.6,0.6,34.0,Invierno,1
1645,4364,2018-12-24,0.0,13.2,8.2,3.2,0.3,52.0,Invierno,0
1646,2873,2018-12-25,0.0,13.8,9.3,4.8,1.1,45.0,Invierno,0
1647,6496,2018-12-26,0.0,12.4,8.4,4.3,0.8,54.0,Invierno,0
1648,7282,2018-12-27,0.0,10.5,6.2,2.0,0.6,50.0,Invierno,0
1649,7386,2018-12-28,0.0,12.7,7.1,1.5,1.4,46.0,Invierno,0
1650,5584,2018-12-29,0.0,11.9,8.0,4.0,1.7,31.0,Invierno,1
1651,5114,2018-12-30,0.0,14.2,8.7,3.2,1.1,38.0,Invierno,1
1652,4718,2018-12-31,0.0,13.4,7.0,0.7,0.6,61.0,Invierno,0
