,date,hour_temp_max,hour_temp_min,precipitation,temp_max,temp_media,temp_min,wind_speed,wind_speed_max
1000,2017-09-27,00:00:00,00:00:00,0.0,25.0,20.0,15.0,1.7,6.1
1001,2017-09-28,13:20:00,05:40:00,0.0,27.5,21.2,15.0,0.6,4.2
1002,2017-09-29,13:40:00,07:00:00,0.0,27.6,22.3,17.0,1.1,5.6
1003,2017-09-30,15:30:00,06:20:00,0.0,27.4,22.2,17.0,1.1,8.9
1004,2017-10-01,15:40:00,07:00:00,0.0,26.0,21.7,17.4,0.8,6.7
1005,2017-10-02,00:00:00,06:30:00,0.0,27.5,21.8,16.2,1.1,5.0
1006,2017-10-03,13:20:00,06:20:00,0.0,29.4,23.4,17.5,0.8,8.3
1007,2017-10-04,00:00:00,07:00:00,0.0,28.2,23.0,17.8,1.1,6.9
1008,2017-10-05,00:00:00,16:30:00,0.0,29.0,23.2,17.4,0.8,6.9
1009,2017-10-06,13:20:00,06:30:00,0.0,29.0,23.0,17.0,1.9,11.7
1010,2017-10-07,13:40:00,06:10:00,0.0,25.5,19.4,13.3,1.4,8.1
1011,2017-10-08,15:30:00,06:20:00,0.0,25.5,19.7,13.9,0.6,5.0
1012,2017-10-09,13:10:00,05:00:00,0.0,26.8,20.2,13.6,1.4,5.8
1013,2017-10-10,13:30:00,07:10:00,0.0,26.6,20.0,13.4,1.1,7.5
1014,2017-10-11,15:20:00,06:10:00,0.0,26.6,19.8,12.9,1.1,5.8
1015,2017-10-12,00:00:00,07:00:00,0.0,27.0,20.3,13.6,0.6,5.3
1016,2017-10-13,13:10:00,04:10:00,0.0,28.0,21.8,15.7,1.1,6.7
1017,2017-10-14,14:50:00,05:40:00,0.0,26.5,20.5,14.5,1.1,4.7
1018,2017-10-15,15:20:00,06:40:00,0.0,27.1,22.0,16.8,1.1,7.2
1019,2017-10-16,16:00:00,06:30:00,0.0,24.5,20.1,15.7,0.8,5.3
1020,2017-10-17,13:00:00,06:30:00,20.1,20.3,17.3,14.3,1.4,7.8
1021,2017-10-18,00:00:00,23:59:00,4.6,14.9,12.2,9.6,1.1,10.6
1022,2017-10-19,15:10:00,00:00:00,0.0,16.9,12.8,8.6,1.4,6.4
1023,2017-10-20,13:30:00,06:30:00,0.0,19.8,15.1,10.4,0.8,6.1
1024,2017-10-21,13:20:00,23:59:00,0.0,21.8,17.0,12.3,1.1,6.7
1025,2017-10-22,13:10:00,07:00:00,0.0,17.9,14.4,10.8,0.8,6.4
1026,2017-10-23,15:40:00,06:30:00,0.0,20.5,14.8,9.0,0.6,6.1
1027,2017-10-24,13:00:00,06:40:00,0.0,23.3,17.6,11.8,0.6,5.8
1028,2017-10-25,15:10:00,06:20:00,0.0,23.4,17.4,11.5,0.3,4.7
1029,2017-10-26,13:45:00,06:10:00,0.0,24.5,18.8,13.1,0.8,4.7
1030,2017-10-27,13:10:00,02:15:00,0.0,26.9,20.7,14.5,3.3,11.1
1031,2017-10-28,00:00:00,06:10:00,0.0,22.0,17.0,12.0,1.4,6.7
1032,2017-10-29,15:10:00,07:10:00,0.0,21.5,15.8,10.0,0.8,8.3
1033,2017-10-30,13:15:00,06:50:00,0.0,19.2,14.4,9.7,1.4,8.3
1034,2017-10-31,15:30:00,05:40:00,0.0,18.3,14.1,9.9,1.1,8.3
1035,2017-11-01,16:00:00,07:30:00,0.0,18.0,14.4,10.7,1.1,4.4
1036,2017-11-02,14:00:00,06:50:00,0.6,19.2,15.8,12.5,0.8,5.0
1037,2017-11-03,13:10:00,06:20:00,3.7,18.6,15.2,11.8,0.8,6.1
1038,2017-11-04,14:30:00,00:00:00,0.2,14.6,12.8,11.0,0.8,6.1
1039,2017-11-05,12:20:00,21:10:00,0.0,14.9,12.0,9.0,1.7,7.5
1040,2017-11-06,00:00:00,04:50:00,0.0,14.0,9.9,5.8,1.4,8.6
1041,2017-11-07,14:40:00,06:10:00,0.0,14.8,9.4,4.0,0.6,5.6
1042,2017-11-08,13:10:00,23:59:00,0.0,14.3,10.2,6.2,0.8,11.4
1043,2017-11-09,14:30:00,06:50:00,0.0,11.4,7.4,3.3,1.9,11.7
1044,2017-11-10,14:30:00,05:45:00,0.0,16.0,9.8,3.6,2.5,11.1
1045,2017-11-11,15:10:00,07:30:00,0.0,16.7,11.2,5.7,0.3,4.2
1046,2017-11-12,15:20:00,05:10:00,0.0,16.3,10.8,5.2,0.6,4.7
1047,2017-11-13,11:10:00,23:59:00,0.0,13.3,9.6,5.8,2.8,11.7
1048,2017-11-14,15:10:00,06:30:00,0.0,13.5,8.0,2.6,0.6,6.9
1049,2017-11-15,14:15:00,07:10:00,0.0,13.6,9.1,4.6,0.6,3.6
1050,2017-11-16,15:30:00,07:00:00,0.0,17.0,10.2,3.4,0.6,2.5
1051,2017-11-17,14:00:00,07:30:00,0.0,16.5,11.0,5.5,0.6,3.1
1052,2017-11-18,00:00:00,05:30:00,0.0,17.5,12.4,7.2,0.8,5.8
1053,2017-11-19,12:45:00,06:30:00,0.0,15.6,10.3,5.0,0.3,5.0
1054,2017-11-20,15:20:00,07:30:00,0.0,15.6,10.0,4.5,0.3,4.2
1055,2017-11-21,14:30:00,06:40:00,0.0,15.0,9.6,4.2,0.3,2.8
1056,2017-11-22,14:20:00,05:50:00,0.0,14.5,9.8,5.0,0.3,3.9
1057,2017-11-23,14:40:00,07:20:00,0.1,15.7,11.4,7.0,0.6,4.4
1058,2017-11-24,13:20:00,04:10:00,0.0,16.1,13.0,10.0,0.8,6.4
1059,2017-11-25,12:00:00,03:15:00,0.0,16.5,12.2,7.8,1.7,9.4
1060,2017-11-26,15:50:00,07:40:00,0.0,11.4,7.6,3.8,1.1,8.1
1061,2017-11-27,14:50:00,06:50:00,0.0,9.9,5.6,1.4,0.3,4.2
1062,2017-11-28,14:30:00,05:50:00,4.4,8.4,5.7,3.0,0.0,2.8
1063,2017-11-29,13:20:00,05:40:00,0.0,11.4,7.8,4.2,2.2,12.2
1064,2017-11-30,00:00:00,06:30:00,0.0,8.6,5.0,1.5,1.9,8.6
1065,2017-12-01,12:00:00,00:20:00,0.0,9.1,5.2,1.4,2.8,13.6
1066,2017-12-02,16:30:00,05:00:00,0.0,6.5,3.0,-0.5,1.1,11.4
1067,2017-12-03,13:30:00,00:00:00,0.0,8.5,4.2,0.0,0.6,7.5
1068,2017-12-04,15:30:00,06:50:00,0.0,9.8,4.9,0.0,0.3,5.0
1069,2017-12-05,14:50:00,06:40:00,0.0,10.2,5.4,0.5,0.0,4.7
1070,2017-12-06,14:30:00,07:10:00,0.0,9.0,4.1,-0.8,0.3,2.8
1071,2017-12-07,15:30:00,07:50:00,0.0,9.5,5.0,0.6,0.3,2.8
1072,2017-12-08,14:40:00,07:40:00,0.0,11.2,6.8,2.5,0.0,1.9
1073,2017-12-09,14:30:00,06:50:00,0.0,13.2,9.0,4.7,0.3,6.4
1074,2017-12-10,01:10:00,04:10:00,11.9,11.5,10.1,8.7,4.2,14.4
1075,2017-12-11,00:00:00,23:59:00,0.0,10.2,7.2,4.3,3.1,15.3
1076,2017-12-12,14:40:00,06:10:00,0.0,8.7,4.6,0.5,0.6,7.8
1077,2017-12-13,14:10:00,07:10:00,0.0,8.6,4.2,-0.3,0.6,6.7
1078,2017-12-14,00:00:00,01:50:00,0.0,10.6,7.2,3.8,1.4,10.0
1079,2017-12-15,13:40:00,23:59:00,0.0,12.5,8.4,4.2,1.9,12.8
1080,2017-12-16,13:30:00,04:20:00,0.0,9.7,5.8,2.0,2.2,10.3
1081,2017-12-17,14:50:00,08:10:00,0.0,9.7,5.6,1.5,1.7,8.3
1082,2017-12-18,14:40:00,06:10:00,0.0,10.4,5.4,0.4,0.0,3.6
1083,2017-12-19,11:30:00,23:59:00,0.0,11.6,8.0,4.3,0.8,8.6
1084,2017-12-20,15:00:00,05:50:00,0.0,11.7,6.8,1.8,1.1,5.8
1085,2017-12-21,16:00:00,08:00:00,0.0,11.5,7.2,3.0,1.1,6.1
1086,2017-12-22,15:10:00,06:40:00,0.0,12.7,7.5,2.3,1.1,5.6
1087,2017-12-23,16:30:00,04:50:00,0.0,12.7,7.6,2.5,2.8,8.3
1088,2017-12-24,15:00:00,23:30:00,0.0,10.5,7.5,4.5,1.7,4.4
1089,2017-12-25,18:00:00,06:20:00,1.9,5.6,4.0,2.4,1.1,3.9
1090,2017-12-26,13:10:00,07:30:00,2.8,7.2,5.3,3.4,2.8,12.8
1091,2017-12-27,14:50:00,05:20:00,0.0,10.6,8.1,5.6,5.0,12.8
1092,2017-12-28,17:00:00,05:00:00,0.0,14.5,10.2,6.0,2.5,11.1
1093,2017-12-29,14:45:00,07:30:00,0.0,16.0,11.8,7.5,3.1,10.8
1094,2017-12-30,15:00:00,23:59:00,0.0,15.5,11.2,6.8,1.9,6.9
1095,2017-12-31,15:00:00,22:10:00,0.8,11.6,9.2,6.7,2.8,13.9
1096,2018-01-01,13:50:00,08:00:00,0.0,11.6,7.6,3.6,3.1,10.0
1097,2018-01-02,13:30:00,04:10:00,0.0,13.4,10.4,7.5,2.5,11.4
1098,2018-01-03,14:10:00,02:15:00,0.0,13.5,10.6,7.6,1.7,8.6
1099,2018-01-04,13:20:00,00:00:00,0.0,13.7,10.8,7.8,2.2,7.8
1100,2018-01-05,13:50:00,23:59:00,14.1,11.5,8.6,5.8,3.1,11.7
1101,2018-01-06,00:00:00,23:59:00,20.6,6.1,4.0,2.0,2.5,10.8
1102,2018-01-07,13:40:00,23:59:00,3.1,5.0,3.3,1.6,2.8,7.5
1103,2018-01-08,13:50:00,23:50:00,0.0,7.0,3.8,0.7,1.4,7.2
1104,2018-01-09,15:15:00,05:20:00,2.3,4.7,1.6,-1.4,1.4,4.7
1105,2018-01-10,16:00:00,00:30:00,0.8,7.0,5.1,3.2,2.2,9.4
1106,2018-01-11,14:40:00,08:10:00,0.0,8.8,5.8,2.9,3.3,12.8
1107,2018-01-12,16:10:00,07:40:00,0.0,7.9,3.8,-0.3,1.7,6.4
1108,2018-01-13,12:10:00,04:20:00,6.0,5.6,4.0,2.4,1.1,7.2
1109,2018-01-14,14:50:00,02:20:00,0.0,6.7,4.6,2.5,1.7,6.1
1110,2018-01-15,15:00:00,07:30:00,0.0,8.5,4.2,0.0,1.1,6.4
1111,2018-01-16,16:30:00,07:30:00,0.0,12.5,7.2,2.0,1.1,6.4
1112,2018-01-17,14:40:00,08:30:00,0.0,13.2,9.0,4.8,2.2,8.6
1113,2018-01-18,16:10:00,08:00:00,0.0,12.8,7.8,2.7,1.4,5.3
1114,2018-01-19,15:30:00,07:30:00,0.0,14.8,8.9,3.0,1.4,5.3
1115,2018-01-20,15:40:00,07:30:00,0.0,12.0,7.9,3.8,1.9,7.8
1116,2018-01-21,15:30:00,07:10:00,0.0,16.2,11.0,5.8,1.1,8.3
1117,2018-01-22,15:50:00,07:40:00,0.0,14.1,9.7,5.3,0.6,5.8
1118,2018-01-23,15:30:00,07:15:00,0.0,15.7,10.0,4.2,0.8,6.1
1119,2018-01-24,16:00:00,07:45:00,0.0,13.5,9.1,4.7,1.4,5.0
1120,2018-01-25,11:50:00,06:10:00,3.5,8.9,6.8,4.6,1.9,12.8
1121,2018-01-26,16:10:00,08:00:00,0.0,9.2,5.9,2.6,3.9,13.9
1122,2018-01-27,15:00:00,07:10:00,0.0,10.0,6.9,3.8,3.3,12.5
1123,2018-01-28,14:15:00,02:10:00,0.0,13.4,8.4,3.5,4.7,15.0
1124,2018-01-29,15:10:00,08:00:00,0.0,13.1,9.2,5.2,1.9,6.7
1125,2018-01-30,16:30:00,05:30:00,0.0,12.5,8.2,4.0,1.4,5.6
1126,2018-01-31,13:50:00,08:20:00,0.0,12.6,7.6,2.5,1.1,4.2
1127,2018-02-01,13:40:00,07:40:00,0.1,10.8,6.6,2.3,2.8,13.3
1128,2018-02-02,13:20:00,23:59:00,0.0,7.7,4.4,1.2,3.6,13.3
1129,2018-02-03,14:30:00,02:30:00,2.3,10.3,5.2,0.2,3.1,11.1
1130,2018-02-04,00:00:00,13:00:00,17.3,5.8,3.6,1.5,3.6,10.8
1131,2018-02-05,06:00:00,11:40:00,14.1,2.8,1.8,0.8,3.9,9.4
1132,2018-02-06,13:30:00,23:59:00,0.0,7.0,4.1,1.2,3.1,12.5
1133,2018-02-07,00:00:00,06:30:00,0.0,7.5,3.0,-1.6,2.8,9.2
1134,2018-02-08,13:30:00,00:00:00,0.0,7.0,3.0,-1.0,2.8,8.3
1135,2018-02-09,16:30:00,07:00:00,0.0,8.5,3.3,-1.9,1.1,10.0
1136,2018-02-10,13:10:00,08:00:00,0.0,9.1,5.7,2.3,2.2,10.8
1137,2018-02-11,13:20:00,07:50:00,0.1,14.3,7.5,0.7,3.1,11.7
1138,2018-02-12,00:00:00,23:30:00,0.0,11.1,6.8,2.5,1.7,9.7
1139,2018-02-13,13:15:00,07:10:00,0.0,10.2,4.7,-0.8,3.6,13.6
1140,2018-02-14,15:30:00,00:00:00,0.0,10.5,8.2,5.8,3.1,11.4
1141,2018-02-15,16:10:00,04:10:00,0.0,10.9,8.4,6.0,1.4,7.2
1142,2018-02-16,16:10:00,08:10:00,0.0,14.6,10.7,6.8,1.7,5.0
1143,2018-02-17,13:30:00,00:00:00,0.0,14.7,10.7,6.7,1.4,10.6
1144,2018-02-18,16:20:00,06:30:00,0.0,13.4,8.0,2.6,2.8,8.3
1145,2018-02-19,13:30:00,07:30:00,0.0,15.0,10.8,6.5,2.2,10.0
1146,2018-02-20,13:30:00,05:10:00,0.0,14.5,10.9,7.3,3.6,12.8
1147,2018-02-21,13:50:00,23:59:00,0.0,12.0,7.6,3.2,4.2,13.9
1148,2018-02-22,13:30:00,06:30:00,0.0,11.3,5.4,-0.5,2.8,10.3
1149,2018-02-23,16:40:00,07:30:00,0.0,9.9,4.3,-1.3,1.4,11.1
1150,2018-02-24,16:30:00,00:00:00,0.0,11.0,5.4,-0.3,1.4,5.8
1151,2018-02-25,16:15:00,07:30:00,0.0,13.5,6.8,0.0,1.4,5.6
1152,2018-02-26,15:50:00,07:15:00,0.0,16.0,8.8,1.7,1.1,10.3
1153,2018-02-27,00:00:00,11:50:00,19.9,5.6,3.6,1.5,1.7,11.1
1154,2018-02-28,15:30:00,01:40:00,19.2,12.0,7.8,3.6,1.9,14.2
1155,2018-03-01,14:30:00,23:59:00,17.3,11.5,8.4,5.4,4.2,23.3
1156,2018-03-02,23:50:00,03:30:00,15.3,8.5,6.4,4.2,1.9,13.1
1157,2018-03-03,12:50:00,03:40:00,13.8,13.4,9.4,5.3,3.6,13.6
1158,2018-03-04,13:20:00,00:00:00,4.9,13.0,9.2,5.4,2.5,10.6
1159,2018-03-05,16:30:00,06:30:00,2.1,8.9,7.4,5.8,3.6,10.6
1160,2018-03-06,16:20:00,00:00:00,1.0,10.7,7.4,4.2,3.1,11.9
1161,2018-03-07,13:50:00,05:10:00,2.6,11.0,6.8,2.5,2.2,8.3
1162,2018-03-08,15:50:00,05:40:00,1.0,10.9,7.7,4.5,1.7,5.8
1163,2018-03-09,12:15:00,06:40:00,11.9,11.6,10.5,9.4,3.1,11.1
1164,2018-03-10,07:20:00,23:59:00,23.7,11.9,9.7,7.5,2.8,11.9
1165,2018-03-11,12:50:00,07:30:00,1.1,10.5,8.2,6.0,5.0,17.5
1166,2018-03-12,15:10:00,06:50:00,1.5,13.2,9.8,6.5,3.9,13.3
1167,2018-03-13,13:10:00,04:10:00,0.3,14.0,10.3,6.6,2.2,9.2
1168,2018-03-14,16:20:00,22:40:00,22.9,13.1,9.8,6.6,3.1,13.1
1169,2018-03-15,14:40:00,00:00:00,0.1,11.6,8.9,6.2,5.0,13.6
1170,2018-03-16,13:30:00,06:30:00,3.2,11.7,8.2,4.6,3.3,10.8
1171,2018-03-17,14:00:00,11:00:00,7.3,9.5,6.2,3.0,2.8,11.1
1172,2018-03-18,13:20:00,06:30:00,0.0,12.8,8.4,4.0,3.3,10.3
1173,2018-03-19,15:45:00,23:59:00,4.2,9.6,6.7,3.8,3.3,15.6
1174,2018-03-20,15:30:00,07:00:00,,10.0,6.3,2.6,5.3,15.8
1175,2018-03-21,14:10:00,02:00:00,0.0,12.2,7.3,2.4,4.2,13.6
1176,2018-03-22,16:20:00,06:30:00,0.0,13.5,6.6,-0.3,2.2,6.4
1177,2018-03-23,12:50:00,00:00:00,3.5,14.2,9.4,4.5,3.1,15.6
1178,2018-03-24,16:10:00,04:50:00,0.0,11.3,7.6,4.0,6.1,20.3
1179,2018-03-25,13:30:00,06:20:00,0.0,13.9,9.6,5.2,2.5,8.9
1180,2018-03-26,14:00:00,06:30:00,0.0,15.5,9.6,3.6,1.9,6.1
1181,2018-03-27,14:30:00,01:30:00,0.0,20.6,14.6,8.5,1.9,9.7
1182,2018-03-28,14:20:00,06:30:00,0.0,20.8,15.0,9.2,3.3,12.2
1183,2018-03-29,14:40:00,23:59:00,0.8,15.8,12.2,8.5,4.2,14.7
1184,2018-03-30,15:30:00,23:59:00,2.2,11.7,7.8,4.0,4.2,17.5
1185,2018-03-31,14:20:00,04:30:00,0.0,14.5,8.8,3.2,2.8,12.2
1186,2018-04-01,15:10:00,06:10:00,0.0,17.5,11.4,5.4,1.4,7.5
1187,2018-04-02,14:30:00,07:00:00,5.3,19.4,14.4,9.4,3.3,11.7
1188,2018-04-03,14:40:00,23:50:00,0.0,16.2,12.3,8.4,4.4,15.3
1189,2018-04-04,15:50:00,03:10:00,0.0,16.0,11.7,7.4,4.7,15.3
1190,2018-04-05,14:40:00,06:10:00,0.0,18.6,12.3,6.0,1.1,5.8
1191,2018-04-06,15:30:00,07:00:00,7.4,17.5,13.6,9.8,0.8,10.0
1192,2018-04-07,00:20:00,23:59:00,4.1,11.4,9.4,7.4,0.0,0.0
1193,2018-04-08,14:30:00,00:00:00,2.5,15.5,10.4,5.2,0.0,0.0
1194,2018-04-09,00:00:00,04:50:00,2.7,9.0,6.8,4.7,0.0,0.0
1195,2018-04-10,01:50:00,18:50:00,17.6,7.6,5.4,3.1,0.0,0.0
1196,2018-04-11,00:00:00,03:00:00,0.0,11.0,7.0,3.1,0.0,0.0
1197,2018-04-12,12:00:00,06:40:00,7.4,11.4,8.4,5.3,0.0,0.0
1198,2018-04-13,14:20:00,04:10:00,4.8,14.3,9.8,5.2,0.0,0.0
1199,2018-04-14,16:00:00,00:00:00,0.2,16.5,10.8,5.2,0.0,0.0
1200,2018-04-15,12:40:00,23:59:00,14.3,18.0,13.3,8.6,0.0,0.0
1201,2018-04-16,15:50:00,03:00:00,0.0,17.6,12.3,7.0,0.0,0.0
1202,2018-04-17,00:00:00,04:20:00,0.0,21.6,14.6,7.6,0.0,0.0
1203,2018-04-18,16:15:00,05:50:00,0.0,24.7,18.4,12.2,1.9,0.0
1204,2018-04-19,14:50:00,04:30:00,0.0,24.0,18.1,12.2,2.8,9.2
1205,2018-04-20,14:40:00,05:30:00,0.0,22.5,17.4,12.3,3.3,12.2
1206,2018-04-21,15:30:00,06:50:00,0.0,19.8,15.7,11.6,2.5,9.2
1207,2018-04-22,14:10:00,02:20:00,,22.9,18.0,13.0,1.9,7.8
1208,2018-04-23,15:40:00,07:00:00,0.0,24.3,19.4,14.4,2.5,9.2
1209,2018-04-24,15:20:00,05:30:00,0.0,26.4,20.5,14.6,1.4,7.8
1210,2018-04-25,00:00:00,04:50:00,0.0,28.5,20.8,13.1,2.2,10.8
1211,2018-04-26,14:20:00,05:30:00,0.0,26.5,20.2,14.0,2.5,8.3
1212,2018-04-27,13:50:00,05:50:00,0.0,24.4,19.4,14.3,2.5,10.3
1213,2018-04-28,13:30:00,23:59:00,6.2,18.7,14.4,10.2,3.6,11.9
1214,2018-04-29,14:10:00,06:30:00,3.8,12.6,8.3,4.0,4.4,14.4
1215,2018-04-30,11:50:00,06:00:00,2.5,12.5,8.2,4.0,0.8,7.8
1216,2018-05-01,15:50:00,05:00:00,0.0,15.9,10.7,5.5,0.8,6.7
1217,2018-05-02,13:30:00,05:30:00,0.0,17.8,12.1,6.4,1.4,8.3
1218,2018-05-03,14:30:00,04:20:00,0.0,19.4,14.4,9.3,1.9,11.4
1219,2018-05-04,16:00:00,05:30:00,0.0,20.5,14.0,7.5,2.2,11.1
1220,2018-05-05,14:40:00,05:50:00,,24.3,17.1,9.9,1.7,13.3
1221,2018-05-06,14:50:00,04:50:00,1.5,24.0,18.4,12.8,1.7,12.8
1222,2018-05-07,15:15:00,00:00:00,13.5,22.7,17.6,12.4,1.4,16.7
1223,2018-05-08,13:40:00,05:30:00,0.2,25.2,18.8,12.5,1.1,7.8
1224,2018-05-09,13:50:00,05:30:00,0.0,25.0,19.1,13.2,1.9,7.8
1225,2018-05-10,14:10:00,06:20:00,0.0,23.9,18.7,13.5,2.5,10.3
1226,2018-05-11,14:50:00,06:00:00,0.0,25.1,19.2,13.3,2.2,8.6
1227,2018-05-12,12:40:00,23:50:00,0.0,20.2,15.4,10.5,3.1,11.1
1228,2018-05-13,16:30:00,05:20:00,0.0,17.5,11.8,6.0,2.5,10.3
1229,2018-05-14,15:10:00,05:50:00,0.0,19.4,14.9,10.4,1.7,10.0
1230,2018-05-15,15:40:00,04:40:00,0.0,23.5,15.8,8.0,1.9,12.2
1231,2018-05-16,14:30:00,05:20:00,0.0,25.0,18.4,11.8,2.2,11.4
1232,2018-05-17,14:40:00,04:30:00,,25.3,20.0,14.8,1.1,9.4
1233,2018-05-18,12:10:00,00:00:00,0.7,23.2,18.7,14.2,0.8,9.7
1234,2018-05-19,12:50:00,04:30:00,0.1,25.4,19.5,13.6,0.6,11.1
1235,2018-05-20,15:20:00,04:40:00,0.0,22.5,17.9,13.3,1.1,12.8
1236,2018-05-21,14:50:00,04:10:00,5.6,24.3,19.0,13.6,0.8,9.4
1237,2018-05-22,12:30:00,04:50:00,0.1,24.6,18.6,12.6,0.0,6.1
1238,2018-05-23,15:40:00,05:10:00,0.3,26.3,20.8,15.3,1.4,15.3
1239,2018-05-24,16:10:00,05:15:00,28.9,27.7,21.7,15.7,0.0,0.0
1240,2018-05-25,16:30:00,08:40:00,8.9,19.5,15.8,12.0,0.0,0.0
1241,2018-05-26,14:00:00,01:50:00,0.0,22.0,16.9,11.8,0.0,0.0
1242,2018-05-27,14:00:00,03:50:00,3.6,25.5,19.3,13.1,0.0,0.0
1243,2018-05-28,14:30:00,23:59:00,13.8,17.8,15.5,13.2,0.0,0.0
1244,2018-05-29,11:10:00,00:00:00,1.0,19.9,16.2,12.6,0.0,0.0
1245,2018-05-30,18:00:00,05:15:00,0.2,18.6,14.8,11.0,0.0,0.0
1246,2018-05-31,14:00:00,05:30:00,0.0,23.1,17.8,12.5,0.0,0.0
1247,2018-06-01,13:10:00,05:10:00,2.3,23.8,18.7,13.6,0.0,0.0
