DIA;Usos bicis abono anual ;Usos bicis abono ocasional ;Usos bicis total;Usos abono anual acumulado;Usos abono ocasional acumulado;Usos total acumulado desde inicio
23/06/2014;17;79;96;17;79;96
24/06/2014;24;48;72;41;127;168
25/06/2014;105;14;119;146;141;287
26/06/2014;120;15;135;266;156;422
27/06/2014;131;18;149;397;174;571
28/06/2014;101;18;119;498;192;690
29/06/2014;107;33;140;605;225;830
30/06/2014;121;16;137;726;241;967
1/07/2014;124;6;130;850;247;1097
2/07/2014;128;2;130;978;249;1227
3/07/2014;85;7;92;1063;256;1319
4/07/2014;121;4;125;1184;260;1444
5/07/2014;783;3;786;1967;263;2230
6/07/2014;1230;5;1235;3197;268;3465
7/07/2014;1324;3;1327;4521;271;4792
8/07/2014;1774;6;1780;6295;277;6572
9/07/2014;1874;8;1882;8169;285;8454
10/07/2014;2266;7;2273;10435;292;10727
11/07/2014;2212;2;2214;12647;294;12941
12/07/2014;1949;4;1953;14596;298;14894
13/07/2014;1790;2;1792;16386;300;16686
14/07/2014;2311;3;2314;18697;303;19000
15/07/2014;2537;2;2539;21234;305;21539
16/07/2014;2673;7;2680;23907;312;24219
17/07/2014;2651;8;2659;26558;320;26878
18/07/2014;2547;5;2552;29105;325;29430
19/07/2014;2359;2;2361;31464;327;31791
20/07/2014;2371;2;2373;33835;329;34164
21/07/2014;2676;3;2679;36511;332;36843
22/07/2014;2935;4;2939;39446;336;39782
23/07/2014;2927;5;2932;42373;341;42714
24/07/2014;3204;9;3213;45577;350;45927
25/07/2014;3084;2;3086;48661;352;49013
26/07/2014;2467;0;2467;51128;352;51480
27/07/2014;2321;0;2321;53449;352;53801
28/07/2014;2894;4;2898;56343;356;56699
29/07/2014;3168;3;3171;59511;359;59870
30/07/2014;3236;5;3241;62747;364;63111
31/07/2014;3365;5;3370;66112;369;66481
1/08/2014;3048;6;3054;69160;375;69535
2/08/2014;2532;1;2533;71692;376;72068
3/08/2014;2624;0;2624;74316;376;74692
4/08/2014;2813;4;2817;77129;380;77509
5/08/2014;2830;6;2836;79959;386;80345
6/08/2014;3054;6;3060;83013;392;83405
7/08/2014;2967;5;2972;85980;397;86377
8/08/2014;2907;9;2916;88887;406;89293
9/08/2014;2582;0;2582;91469;406;91875
10/08/2014;2687;1;2688;94156;407;94563
11/08/2014;2900;2;2902;97056;409;97465
12/08/2014;3008;3;3011;100064;412;100476
13/08/2014;3102;9;3111;103166;421;103587
14/08/2014;2791;3;2794;105957;424;106381
15/08/2014;2392;0;2392;108349;424;108773
16/08/2014;2254;0;2254;110603;424;111027
17/08/2014;2444;3;2447;113047;427;113474
18/08/2014;2945;5;2950;115992;432;116424
19/08/2014;3155;5;3160;119147;437;119584
20/08/2014;3358;0;3358;122505;437;122942
21/08/2014;3678;4;3682;126183;441;126624
22/08/2014;3419;0;3419;129602;441;130043
23/08/2014;3158;0;3158;132760;441;133201
24/08/2014;3421;1;3422;136181;442;136623
25/08/2014;3556;3;3559;139737;445;140182
26/08/2014;3991;1;3992;143728;446;144174
27/08/2014;4007;2;4009;147735;448;148183
28/08/2014;4125;6;4131;151860;454;152314
29/08/2014;4255;5;4260;156115;459;156574
30/08/2014;4002;1;4003;160117;460;160577
31/08/2014;4323;0;4323;164440;460;164900
1/09/2014;4292;7;4299;168732;467;169199
2/09/2014;4608;8;4616;173340;475;173815
3/09/2014;5163;8;5171;178503;483;178986
4/09/2014;5334;5;5339;183837;488;184325
5/09/2014;4957;1;4958;188794;489;189283
6/09/2014;4791;1;4792;193585;490;194075
7/09/2014;4724;1;4725;198309;491;198800
8/09/2014;4917;3;4920;203226;494;203720
9/09/2014;5209;6;5215;208435;500;208935
10/09/2014;5297;0;5297;213732;500;214232
11/09/2014;5246;7;5253;218978;507;219485
12/09/2014;5339;1;5340;224317;508;224825
13/09/2014;4827;0;4827;229144;508;229652
14/09/2014;4978;1;4979;234122;509;234631
15/09/2014;5022;7;5029;239144;516;239660
16/09/2014;5021;2;5023;244165;518;244683
17/09/2014;4739;1;4740;248904;519;249423
18/09/2014;4319;1;4320;253223;520;253743
19/09/2014;4858;1;4859;258081;521;258602
20/09/2014;5028;2;5030;263109;523;263632
21/09/2014;4955;0;4955;268064;523;268587
22/09/2014;4750;5;4755;272814;528;273342
23/09/2014;5403;2;5405;278217;530;278747
24/09/2014;4867;1;4868;283084;531;283615
25/09/2014;5904;2;5906;288988;533;289521
26/09/2014;5595;3;5598;294583;536;295119
27/09/2014;5083;0;5083;299666;536;300202
28/09/2014;4008;1;4009;303674;537;304211
29/09/2014;4976;6;4982;308650;543;309193
30/09/2014;5616;4;5620;314266;547;314813
1/10/2014;5894;5;5899;320160;552;320712
2/10/2014;6050;0;6050;326210;552;326762
3/10/2014;6325;8;6333;332535;560;333095
4/10/2014;6017;0;6017;338552;560;339112
5/10/2014;5720;0;5720;344272;560;344832
6/10/2014;5427;4;5431;349699;564;350263
7/10/2014;5751;2;5753;355450;566;356016
8/10/2014;6037;10;6047;361487;576;362063
9/10/2014;3697;3;3700;365184;579;365763
10/10/2014;4669;6;4675;369853;585;370438
11/10/2014;4292;0;4292;374145;585;374730
12/10/2014;4625;3;4628;378770;588;379358
13/10/2014;4443;3;4446;383213;591;383804
14/10/2014;4009;0;4009;387222;591;387813
15/10/2014;5513;3;5516;392735;594;393329
16/10/2014;5946;2;5948;398681;596;399277
17/10/2014;6839;1;6840;405520;597;406117
18/10/2014;6265;1;6266;411785;598;412383
19/10/2014;5941;1;5942;417726;599;418325
20/10/2014;5732;4;5736;423458;603;424061
21/10/2014;6145;0;6145;429603;603;430206
22/10/2014;6309;0;6309;435912;603;436515
23/10/2014;6321;1;6322;442233;604;442837
24/10/2014;6575;4;6579;448808;608;449416
25/10/2014;6209;1;6210;455017;609;455626
26/10/2014;6004;1;6005;461021;610;461631
27/10/2014;5635;2;5637;466656;612;467268
28/10/2014;5873;4;5877;472529;616;473145
29/10/2014;5967;0;5967;478496;616;479112
30/10/2014;6099;0;6099;484595;616;485211
31/10/2014;6021;2;6023;490616;618;491234
1/11/2014;5219;0;5219;495835;618;496453
2/11/2014;4170;0;4170;500005;618;500623
3/11/2014;3509;3;3512;503514;621;504135
4/11/2014;4361;2;4363;507875;623;508498
5/11/2014;4998;2;5000;512873;625;513498
6/11/2014;5057;1;5058;517930;626;518556
7/11/2014;4471;2;4473;522401;628;523029
8/11/2014;3629;1;3630;526030;629;526659
9/11/2014;3453;1;3454;529483;630;530113
10/11/2014;3156;0;3156;532639;630;533269
11/11/2014;2578;4;2582;535217;634;535851
12/11/2014;4628;8;4636;539845;642;540487
13/11/2014;4003;3;4006;543848;645;544493
14/11/2014;3485;0;3485;547333;645;547978
15/11/2014;3737;0;3737;551070;645;551715
16/11/2014;3786;0;3786;554856;645;555501
17/11/2014;3971;5;3976;558827;650;559477
18/11/2014;4086;1;4087;562913;651;563564
19/11/2014;4578;2;4580;567491;653;568144
20/11/2014;4878;2;4880;572369;655;573024
21/11/2014;5042;2;5044;577411;657;578068
22/11/2014;4560;4;4564;581971;661;582632
23/11/2014;3629;2;3631;585600;663;586263
24/11/2014;4131;4;4135;589731;667;590398
25/11/2014;3753;0;3753;593484;667;594151
26/11/2014;4462;5;4467;597946;672;598618
27/11/2014;3260;0;3260;601206;672;601878
28/11/2014;2133;0;2133;603339;672;604011
29/11/2014;3137;30;3167;606476;702;607178
30/11/2014;3703;57;3760;610179;759;610938
1/12/2014;4225;11;4236;614404;770;615174
2/12/2014;4573;7;4580;618977;777;619754
3/12/2014;4350;4;4354;623327;781;624108
4/12/2014;4546;9;4555;627873;790;628663
5/12/2014;4533;21;4554;632406;811;633217
6/12/2014;3114;45;3159;635520;856;636376
7/12/2014;2986;85;3071;638506;941;639447
8/12/2014;3045;59;3104;641551;1000;642551
9/12/2014;3673;25;3698;645224;1025;646249
10/12/2014;4189;14;4203;649413;1039;650452
11/12/2014;4490;32;4522;653903;1071;654974
12/12/2014;4761;35;4796;658664;1106;659770
13/12/2014;2676;23;2699;661340;1129;662469
14/12/2014;1740;2;1742;663080;1131;664211
15/12/2014;3960;19;3979;667040;1150;668190
16/12/2014;4378;31;4409;671418;1181;672599
17/12/2014;4547;27;4574;675965;1208;677173
18/12/2014;4828;25;4853;680793;1233;682026
19/12/2014;5126;47;5173;685919;1280;687199
20/12/2014;4454;99;4553;690373;1379;691752
21/12/2014;4027;174;4201;694400;1553;695953
22/12/2014;3962;76;4038;698362;1629;699991
23/12/2014;3960;65;4025;702322;1694;704016
24/12/2014;2765;62;2827;705087;1756;706843
25/12/2014;2073;145;2218;707160;1901;709061
26/12/2014;3171;138;3309;710331;2039;712370
27/12/2014;3079;157;3236;713410;2196;715606
28/12/2014;2471;107;2578;715881;2303;718184
29/12/2014;3060;87;3147;718941;2390;721331
30/12/2014;3262;94;3356;722203;2484;724687
31/12/2014;2609;133;2742;724812;2617;727429
1/01/2015;2018;149;2167;726830;2766;729596
2/01/2015;2880;153;3033;729710;2919;732629
3/01/2015;3187;170;3357;732897;3089;735986
4/01/2015;3296;154;3450;736193;3243;739436
5/01/2015;4039;117;4156;740232;3360;743592
6/01/2015;2651;115;2766;742883;3475;746358
7/01/2015;3821;58;3879;746704;3533;750237
8/01/2015;4333;60;4393;751037;3593;754630
9/01/2015;4832;86;4918;755869;3679;759548
10/01/2015;4494;94;4588;760363;3773;764136
11/01/2015;4209;141;4350;764572;3914;768486
12/01/2015;4241;44;4285;768813;3958;772771
13/01/2015;4365;34;4399;773178;3992;777170
14/01/2015;4319;23;4342;777497;4015;781512
15/01/2015;3637;26;3663;781134;4041;785175
16/01/2015;4236;18;4254;785370;4059;789429
17/01/2015;3930;111;4041;789300;4170;793470
18/01/2015;2323;49;2372;791623;4219;795842
19/01/2015;3309;22;3331;794932;4241;799173
20/01/2015;3698;12;3710;798630;4253;802883
21/01/2015;3473;27;3500;802103;4280;806383
22/01/2015;4202;20;4222;806305;4300;810605
23/01/2015;4601;26;4627;810906;4326;815232
24/01/2015;4473;107;4580;815379;4433;819812
25/01/2015;4085;150;4235;819464;4583;824047
26/01/2015;4172;59;4231;823636;4642;828278
27/01/2015;4451;28;4479;828087;4670;832757
28/01/2015;4911;38;4949;832998;4708;837706
29/01/2015;4745;21;4766;837743;4729;842472
30/01/2015;3938;33;3971;841681;4762;846443
31/01/2015;3831;60;3891;845512;4822;850334
1/02/2015;3487;125;3612;848999;4947;853946
2/02/2015;2786;14;2800;851785;4961;856746
3/02/2015;3182;51;3233;854967;5012;859979
4/02/2015;3805;25;3830;858772;5037;863809
5/02/2015;3943;16;3959;862715;5053;867768
6/02/2015;4249;27;4276;866964;5080;872044
7/02/2015;3452;45;3497;870416;5125;875541
8/02/2015;3660;98;3758;874076;5223;879299
9/02/2015;4023;30;4053;878099;5253;883352
10/02/2015;4402;11;4413;882501;5264;887765
11/02/2015;4411;25;4436;886912;5289;892201
12/02/2015;4942;39;4981;891854;5328;897182
13/02/2015;5015;67;5082;896869;5395;902264
14/02/2015;4139;153;4292;901008;5548;906556
15/02/2015;3800;189;3989;904808;5737;910545
16/02/2015;4502;98;4600;909310;5835;915145
17/02/2015;4564;67;4631;913874;5902;919776
18/02/2015;4770;42;4812;918644;5944;924588
19/02/2015;5034;44;5078;923678;5988;929666
20/02/2015;4988;64;5052;928666;6052;934718
21/02/2015;4259;176;4435;932925;6228;939153
22/02/2015;4537;233;4770;937462;6461;943923
23/02/2015;4514;77;4591;941976;6538;948514
24/02/2015;4608;31;4639;946584;6569;953153
25/02/2015;5067;47;5114;951651;6616;958267
26/02/2015;5442;65;5507;957093;6681;963774
27/02/2015;5906;115;6021;962999;6796;969795
28/02/2015;5491;273;5764;968490;7069;975559
1/03/2015;5548;305;5853;974038;7374;981412
2/03/2015;5017;92;5109;979055;7466;986521
3/03/2015;5289;70;5359;984344;7536;991880
4/03/2015;5353;51;5404;989697;7587;997284
5/03/2015;5511;27;5538;995208;7614;1002822
6/03/2015;6177;71;6248;1001385;7685;1009070
7/03/2015;6461;326;6787;1007846;8011;1015857
8/03/2015;6235;482;6717;1014081;8493;1022574
9/03/2015;5635;85;5720;1019716;8578;1028294
10/03/2015;6264;111;6375;1025980;8689;1034669
11/03/2015;6516;111;6627;1032496;8800;1041296
12/03/2015;6570;123;6693;1039066;8923;1047989
13/03/2015;6749;139;6888;1045815;9062;1054877
14/03/2015;5793;267;6060;1051608;9329;1060937
15/03/2015;4521;173;4694;1056129;9502;1065631
16/03/2015;5037;46;5083;1061166;9548;1070714
17/03/2015;5413;65;5478;1066579;9613;1076192
18/03/2015;3305;20;3325;1069884;9633;1079517
19/03/2015;3953;59;4012;1073837;9692;1083529
20/03/2015;3911;58;3969;1077748;9750;1087498
21/03/2015;3128;84;3212;1080876;9834;1090710
22/03/2015;3619;118;3737;1084495;9952;1094447
23/03/2015;1853;16;1869;1086348;9968;1096316
24/03/2015;5191;33;5224;1091539;10001;1101540
25/03/2015;5312;51;5363;1096851;10052;1106903
26/03/2015;6068;96;6164;1102919;10148;1113067
27/03/2015;7219;208;7427;1110138;10356;1120494
28/03/2015;6947;563;7510;1117085;10919;1128004
29/03/2015;6352;472;6824;1123437;11391;1134828
30/03/2015;6078;234;6312;1129515;11625;1141140
31/03/2015;6252;199;6451;1135767;11824;1147591
1/04/2015;5620;222;5842;1141387;12046;1153433
2/04/2015;4263;445;4708;1145650;12491;1158141
3/04/2015;4098;620;4718;1149748;13111;1162859
4/04/2015;4535;624;5159;1154283;13735;1168018
5/04/2015;5365;696;6061;1159648;14431;1174079
6/04/2015;6218;316;6534;1165866;14747;1180613
7/04/2015;6651;144;6795;1172517;14891;1187408
8/04/2015;6225;130;6355;1178742;15021;1193763
9/04/2015;4384;39;4423;1183126;15060;1198186
10/04/2015;7065;105;7170;1190191;15165;1205356
11/04/2015;7365;313;7678;1197556;15478;1213034
12/04/2015;7046;395;7441;1204602;15873;1220475
13/04/2015;6609;131;6740;1211211;16004;1227215
14/04/2015;7441;124;7565;1218652;16128;1234780
15/04/2015;6341;60;6401;1224993;16188;1241181
16/04/2015;6885;59;6944;1231878;16247;1248125
17/04/2015;8056;129;8185;1239934;16376;1256310
18/04/2015;7429;333;7762;1247363;16709;1264072
19/04/2015;6794;542;7336;1254157;17251;1271408
20/04/2015;6822;177;6999;1260979;17428;1278407
21/04/2015;7298;132;7430;1268277;17560;1285837
22/04/2015;7899;138;8037;1276176;17698;1293874
23/04/2015;8572;159;8731;1284748;17857;1302605
24/04/2015;8637;244;8881;1293385;18101;1311486
25/04/2015;7266;448;7714;1300651;18549;1319200
26/04/2015;3364;104;3468;1304015;18653;1322668
27/04/2015;6192;78;6270;1310207;18731;1328938
28/04/2015;7553;103;7656;1317760;18834;1336594
29/04/2015;8312;130;8442;1326072;18964;1345036
30/04/2015;8368;178;8546;1334440;19142;1353582
1/05/2015;6917;587;7504;1341357;19729;1361086
2/05/2015;6746;732;7478;1348103;20461;1368564
3/05/2015;6137;529;6666;1354240;20990;1375230
4/05/2015;7055;187;7242;1361295;21177;1382472
5/05/2015;7811;112;7923;1369106;21289;1390395
6/05/2015;8405;149;8554;1377511;21438;1398949
7/05/2015;8910;130;9040;1386421;21568;1407989
8/05/2015;9495;230;9725;1395916;21798;1417714
9/05/2015;9138;558;9696;1405054;22356;1427410
10/05/2015;8998;652;9650;1414052;23008;1437060
11/05/2015;8151;169;8320;1422203;23177;1445380
12/05/2015;8899;144;9043;1431102;23321;1454423
13/05/2015;9145;138;9283;1440247;23459;1463706
14/05/2015;9372;213;9585;1449619;23672;1473291
15/05/2015;7711;483;8194;1457330;24155;1481485
16/05/2015;7979;633;8612;1465309;24788;1490097
17/05/2015;7696;644;8340;1473005;25432;1498437
18/05/2015;8541;240;8781;1481546;25672;1507218
19/05/2015;8514;153;8667;1490060;25825;1515885
20/05/2015;8772;128;8900;1498832;25953;1524785
21/05/2015;8820;215;9035;1507652;26168;1533820
22/05/2015;8934;179;9113;1516586;26347;1542933
23/05/2015;8489;468;8957;1525075;26815;1551890
24/05/2015;8739;530;9269;1533814;27345;1561159
25/05/2015;8409;295;8704;1542223;27640;1569863
26/05/2015;9193;180;9373;1551416;27820;1579236
27/05/2015;9484;200;9684;1560900;28020;1588920
28/05/2015;9765;191;9956;1570665;28211;1598876
29/05/2015;9860;201;10061;1580525;28412;1608937
30/05/2015;8923;445;9368;1589448;28857;1618305
31/05/2015;9047;424;9471;1598495;29281;1627776
1/06/2015;8862;213;9075;1607357;29494;1636851
2/06/2015;9786;170;9956;1617143;29664;1646807
3/06/2015;10329;154;10483;1627472;29818;1657290
4/06/2015;9410;360;9770;1636882;30178;1667060
5/06/2015;9287;201;9488;1646169;30379;1676548
6/06/2015;8501;446;8947;1654670;30825;1685495
7/06/2015;8580;484;9064;1663250;31309;1694559
8/06/2015;9342;258;9600;1672592;31567;1704159
9/06/2015;9573;157;9730;1682165;31724;1713889
10/06/2015;8880;82;8962;1691045;31806;1722851
11/06/2015;8759;149;8908;1699804;31955;1731759
12/06/2015;10641;175;10816;1710445;32130;1742575
13/06/2015;9953;355;10308;1720398;32485;1752883
14/06/2015;8514;388;8902;1728912;32873;1761785
15/06/2015;7744;111;7855;1736656;32984;1769640
16/06/2015;10044;179;10223;1746700;33163;1779863
17/06/2015;10602;120;10722;1757302;33283;1790585
18/06/2015;11349;163;11512;1768651;33446;1802097
19/06/2015;11743;239;11982;1780394;33685;1814079
20/06/2015;10192;499;10691;1790586;34184;1824770
21/06/2015;9353;403;9756;1799939;34587;1834526
22/06/2015;9903;183;10086;1809842;34770;1844612
23/06/2015;9334;148;9482;1819176;34918;1854094
24/06/2015;11459;179;11638;1830635;35097;1865732
25/06/2015;12147;182;12329;1842782;35279;1878061
26/06/2015;11479;197;11676;1854261;35476;1889737
27/06/2015;9229;302;9531;1863490;35778;1899268
28/06/2015;8935;369;9304;1872425;36147;1908572
29/06/2015;9720;141;9861;1882145;36288;1918433
30/06/2015;10530;180;10710;1892675;36468;1929143
1/07/2015;11245;177;11422;1903920;36645;1940565
2/07/2015;11512;174;11686;1915432;36819;1952251
3/07/2015;11083;192;11275;1926515;37011;1963526
4/07/2015;9401;328;9729;1935916;37339;1973255
5/07/2015;7738;304;8042;1943654;37643;1981297
6/07/2015;8826;176;9002;1952480;37819;1990299
7/07/2015;9812;168;9980;1962292;37987;2000279
8/07/2015;10855;187;11042;1973147;38174;2011321
9/07/2015;12130;249;12379;1985277;38423;2023700
10/07/2015;11325;205;11530;1996602;38628;2035230
11/07/2015;9101;332;9433;2005703;38960;2044663
12/07/2015;8299;363;8662;2014002;39323;2053325
13/07/2015;10507;259;10766;2024509;39582;2064091
14/07/2015;10979;169;11148;2035488;39751;2075239
15/07/2015;11589;134;11723;2047077;39885;2086962
16/07/2015;11593;157;11750;2058670;40042;2098712
17/07/2015;10981;212;11193;2069651;40254;2109905
18/07/2015;9142;355;9497;2078793;40609;2119402
19/07/2015;8316;427;8743;2087109;41036;2128145
20/07/2015;10049;268;10317;2097158;41304;2138462
21/07/2015;10447;192;10639;2107605;41496;2149101
22/07/2015;10544;151;10695;2118149;41647;2159796
23/07/2015;11251;179;11430;2129400;41826;2171226
24/07/2015;10465;218;10683;2139865;42044;2181909
25/07/2015;8618;393;9011;2148483;42437;2190920
26/07/2015;7977;316;8293;2156460;42753;2199213
27/07/2015;9443;159;9602;2165903;42912;2208815
28/07/2015;10363;189;10552;2176266;43101;2219367
29/07/2015;10827;159;10986;2187093;43260;2230353
30/07/2015;10578;155;10733;2197671;43415;2241086
31/07/2015;9814;189;10003;2207485;43604;2251089
1/08/2015;8081;282;8363;2215566;43886;2259452
2/08/2015;7509;359;7868;2223075;44245;2267320
3/08/2015;8437;177;8614;2231512;44422;2275934
4/08/2015;8906;203;9109;2240418;44625;2285043
5/08/2015;9327;179;9506;2249745;44804;2294549
6/08/2015;9575;271;9846;2259320;45075;2304395
7/08/2015;8671;175;8846;2267991;45250;2313241
8/08/2015;7554;374;7928;2275545;45624;2321169
9/08/2015;6969;374;7343;2282514;45998;2328512
10/08/2015;7986;189;8175;2290500;46187;2336687
11/08/2015;8750;191;8941;2299250;46378;2345628
12/08/2015;9132;251;9383;2308382;46629;2355011
13/08/2015;8974;236;9210;2317356;46865;2364221
14/08/2015;8165;231;8396;2325521;47096;2372617
15/08/2015;7000;297;7297;2332521;47393;2379914
16/08/2015;6770;336;7106;2339291;47729;2387020
17/08/2015;8362;200;8562;2347653;47929;2395582
18/08/2015;8796;269;9065;2356449;48198;2404647
19/08/2015;8910;227;9137;2365359;48425;2413784
20/08/2015;9408;294;9702;2374767;48719;2423486
21/08/2015;8737;306;9043;2383504;49025;2432529
22/08/2015;7668;475;8143;2391172;49500;2440672
23/08/2015;7911;469;8380;2399083;49969;2449052
24/08/2015;8635;223;8858;2407718;50192;2457910
25/08/2015;9397;212;9609;2417115;50404;2467519
26/08/2015;10135;197;10332;2427250;50601;2477851
27/08/2015;10421;189;10610;2437671;50790;2488461
28/08/2015;10309;245;10554;2447980;51035;2499015
29/08/2015;9433;400;9833;2457413;51435;2508848
30/08/2015;8022;312;8334;2465435;51747;2517182
31/08/2015;9601;142;9743;2475036;51889;2526925
1/09/2015;11238;162;11400;2486274;52051;2538325
2/09/2015;11942;158;12100;2498216;52209;2550425
3/09/2015;12919;171;13090;2511135;52380;2563515
4/09/2015;12253;177;12430;2523388;52557;2575945
5/09/2015;10598;454;11052;2533986;53011;2586997
6/09/2015;10629;561;11190;2544615;53572;2598187
7/09/2015;10586;226;10812;2555201;53798;2608999
8/09/2015;12325;194;12519;2567526;53992;2621518
9/09/2015;12863;184;13047;2580389;54176;2634565
10/09/2015;13747;164;13911;2594136;54340;2648476
